,username,description,profileUrl,location,website
1358,AllisonAuthor,"Oncology pharmacist. Romance author.  The “queen of dirty kisses.” Up next: THE ROOMMATE PACT (MIRA,'23) // Rep @bookendsKim // she/her",https://twitter.com/AllisonAuthor,"Houston,TX",http://authorallisonashley.com
1359,jroberts1324,Novelist | Author | Blogger | Reader | Lover of Words | Reviewer | History Fanatic | Foodie | Wine Lover | Traveler | USAF Veteran | Nurse,https://twitter.com/jroberts1324,"Houston,TX",https://jeanmroberts.wixsite.com/website
1360,alungstory,"Living life one pun at a time, as a French Canadian Double Double, Organ Donation activist, CEO of my care and Patient Engagement Lead, aka a feisty handful.",https://twitter.com/alungstory,"Ottawa,ON",http://www.helenecampbell.com
1361,Cannabis_Canada,"The Cannabis Council of Canada is the national organization of Canada’s licensed producers, led by President & CEO @G_Smitherman",https://twitter.com/Cannabis_Canada,"Ottawa,ON",http://www.cannabis-council.ca
1362,MeganALeslie,Member of the @WWFCanada team as their President & CEO. Former MP. @MSVU_Halifax honourary degree recipient. Proud spouse of @br_haley. she/her,https://twitter.com/MeganALeslie,"Ottawa,ON",http://www.wwf.ca
1363,MarcGuindonMGIS,"Founder and CEO @ MGIS Inc.-  Entrepreneurial spirit with a passion for Business Architecture, BPM, and a desire to work more effectively and efficiently.",https://twitter.com/MarcGuindonMGIS,"Ottawa,ON",http://mgisinc.ca
1364,VoiceOfFranky,"Founder EKOS Research. Adjunct Research Professor, Department of Sociology and Anthropology Carleton University . Views are personal not those of EKOS Research.",https://twitter.com/VoiceOfFranky,"Ottawa,ON",http://www.ekospolitics.com/
1365,stablekneez,Ortho Surgeon - Founder @humanvers2 - Content Creator | Education Through Entertainment,https://twitter.com/stablekneez,"Ottawa,ON",https://youtube.com/@chrisraynormd
1366,VLennox,"Champion of Entrepreneurs 
Founder @Startup_Canada @IEF_FIE @NACUE
DPhil Student @oiioxford @oxfordethicslab @UniofOxford @UOttawa",https://twitter.com/VLennox,"Ottawa,ON",https://www.linkedin.com/in/victorialennox01/
1367,DavidColetto,Follow me for polling and consumer insights that help you make better decisions. insanely curious founder @abacusdataca. speaker with @speakerdotca 🚴 🍷 ☀️ 🏔,https://twitter.com/DavidColetto,"Ottawa,ON",http://abacusdata.ca
1368,BryanveeEth,Artist and Founder @okinalabs @HMN5_NFT @steezyapegang Collector @DeGodsNFT @y00tsnft @ghxsts @guttercatgang @akidcalledbeast,https://twitter.com/BryanveeEth,"Ottawa,ON",http://hmn5.io
1369,peoplespca,Official twitter account of the PPC. Follow our leader at @MaximeBernier // Pour le compte en français suivez @ppopulaireca linktr.ee/peoplesparty,https://twitter.com/peoplespca,"Ottawa,ON",https://www.peoplespartyofcanada.ca
1370,CBA_News,We are the leader and voice of Canada's legal profession. | Twittez-nous en français: @Nouvelles_ABC,https://twitter.com/CBA_News,"Ottawa,ON",http://www.cba.org
1371,SueAstonMusic,"Professional Violinist, Composer & String Arranger. Leader at ‘Classical Strings’. Original music for Film, TV, Weddings, Commissions & Sync @classicstrings",https://twitter.com/SueAstonMusic,"Ottawa,ON",https://www.sueaston.com
1372,feather,VP of Accessibility and Inclusive Design @Salesforce. Leader. Author. Speaker. Teacher. #Woodworking for fun,https://twitter.com/feather,"Ottawa,ON",http://feather.ca
1373,MathieuFleury,"City leader - a healthy, green🌳 #ottcity with better transit 🚌 and more housing🏘.

Fier papa et #ONFR

🏃🏻‍♂️🏊🏻‍♂️⚽️⛷⛸

Care about #Ottawa? Let’s connect!",https://twitter.com/MathieuFleury,"Ottawa,ON",http://mathieufleury.ca
1374,AlgonquinColleg,"College with campuses in Ottawa, Perth, and Pembroke, ON, Canada; and Kuwait. Leader in applied + online learning. Led by President @Claude_Brule",https://twitter.com/AlgonquinColleg,"Ottawa,ON",http://www.algonquincollege.com
1375,RobertFife,Robert Fife is Ottawa Bureau Chief of the Globe and Mail.,https://twitter.com/RobertFife,"Ottawa,ON",http://theglobeandmail.com
1376,Habsgirl46,"SWEET D 😘  May provoke you  😝 My opinions! Unique,fun and very sweet 😉  #GoHabsGo #Redblacks #Chiefs",https://twitter.com/Habsgirl46,"Ottawa,ON",
1377,RosieBarton,"Chief Political Correspondent. Host:  Rosemary Barton Live, At Issue. Freckled. Loves all the politics. Heavy on the coffee and the sneakers.",https://twitter.com/RosieBarton,"Ottawa,ON",https://gem.cbc.ca/season/rosemary-barton-live/season-1/37e41f88-63c3-4e45-85f3-b87e36849136
1378,grahamctv,Chief News Anchor CTV Ottawa.,https://twitter.com/grahamctv,"Ottawa,ON",http://ottawa.ctvnews.ca
1379,maryktaggart,"@ottawaathomemag editor-in-chief, ✍️ Lifestyle, Bookclub Fiction ✍️ 📚 @wf_writers, teamLCTFL.com #marysmustreads She/Her",https://twitter.com/maryktaggart,"Ottawa,ON",http://marytaggart.com
1380,davidakin,"Chief Political Correspondent. Global News. My office is in Ottawa, Canada but I work wherever. #Vaxxed. Click link for my bio/disclosures.",https://twitter.com/davidakin,"Ottawa,ON",http://www.davidakin.com
1381,CDS_Canada_CEMD,Chief of the Defence Staff 🇨🇦 | Chef d'état-major de la Défense 🇨🇦,https://twitter.com/CDS_Canada_CEMD,"Ottawa,ON",http://forces.gc.ca
1382,MercedesGlobal,"Ottawa Bureau Chief @GlobalNews @GlobalNational Host of @TheWestBlock. Journalist with a curious mind. Political journalism, defence & foreign policy. Pro otter",https://twitter.com/MercedesGlobal,"Ottawa,ON",
1383,VassyKapelos,"@CTVNews Chief Political Correspondent, host of @ctvqp @CTV_PowerPlay 🤓. I don't check twitter often, so please email me vassy.kapelos@bellmedia.ca",https://twitter.com/VassyKapelos,"Ottawa,ON",http://Instagram.com/vassykapelos
1384,JustinBarracosa,MMA Canada - Executive Director of Content and Media Relations @ MMA FIGHT! Magazine.,https://twitter.com/JustinBarracosa,"Ottawa,ON",https://mmaFIGHTMag.com
1385,cmckenney,"Executive Director, CitySHAPES.ca @city_shapes",https://twitter.com/cmckenney,"Ottawa,ON",
1386,braedencaley,"Proud west coaster, passionate about the future of Canada. Executive Director, @Canada2020. Tweets are personal views",https://twitter.com/braedencaley,"Ottawa,ON",http://canada2020.ca
1387,CBCOttawa,"Follow for breaking news, special reports and RTs of our journalists' latest work. Find us on Instagram.com/cbcottawanews or on Facebook.com/cbcottawa",https://twitter.com/CBCOttawa,"Ottawa,ON",http://cbc.ca/ottawa
1388,journo_dale,Freelance journalist in the Parliamentary Press Gallery. Author of The Unbroken Machine. Pedant about civic literacy and Star Wars. Nigellavangelist. 🇨🇦🏳️‍🌈,https://twitter.com/journo_dale,"Ottawa,ON",http://www.routineproceedings.com
1389,KhaledHammadi,"Yemeni Award-Winning Journalist, head of @RightsRadar for human rights. Awardee of International Press Freedom Award, 2011, from CJFE.org of Canada.",https://twitter.com/KhaledHammadi,"Ottawa,ON",https://rightsradar.org/
1390,JCHIANELLO,I'm a city journalist with CBC Ottawa. You can email me at joanne.chianello@cbc.ca.,https://twitter.com/JCHIANELLO,"Ottawa,ON",http://cbc.ca/ottawa
1391,IvisonJ,"Political journalist, author of The Riotous Passions of Robbie Burns and Trudeau: The Education of a Prime Minister.",https://twitter.com/IvisonJ,"Ottawa,ON",
1392,atRachelGilmore,Award-winning journalist. Dork in disguise. Reach out: rachelelizabethgilmore@gmail.com | Instagram: r.gilmore,https://twitter.com/atRachelGilmore,"Ottawa,ON",https://linktr.ee/rachel_gilmore
1393,glen_mcgregor,CTV National News journalist in the Parliamentary Press Gallery. glen.mcgregor@bellmedia.ca.,https://twitter.com/glen_mcgregor,"Ottawa,ON",
1394,RoyMacG,Roy MacGregor is a Canadian journalist and author of 50-plus books on a vast variety of topics. roymacg@hotmail.com,https://twitter.com/RoyMacG,"Ottawa,ON",http://www.roymacgregor.com
1395,Murray_Brewster,"Writer, author, CBC journalist, father and traveller; a seeker of knowledge and wisdom with the sense to know the difference between the two.",https://twitter.com/Murray_Brewster,"Ottawa,ON",https://www.harpercollins.ca/9781443430142/the-savage-war/
1396,NilofarMoradi2,Journalist,https://twitter.com/NilofarMoradi2,"Ottawa,ON",
1397,elie_mcn,Journalist @TrueNorthCentre I Former Writer @TPostMillennial I Former Political Staffer I Views are my own I RT ≠ Endorsement,https://twitter.com/elie_mcn,"Ottawa,ON",https://tnc.news/author/eliecn/
1398,UdaySRana,"Freelance journalist | ex @globeandmail, @CBCOttawa | Find my work in @BBCWorldService, @OttawaCitizen, @adn_asia. theglobeandmail.com/authors/uday-r…",https://twitter.com/UdaySRana,"Ottawa,ON",
1399,JorgeBarrera,Caracas-born journalist/periodista with the CBC Investigative Unit.  Email: jorge.barrera(at) cbc.ca DM (open) me for Signal/cell,https://twitter.com/JorgeBarrera,"Ottawa,ON",
1400,HargreavesBC,Way to Change. Professor @BostonCollege & @UOttawa. President of @arceducation1  Lancashire lad. 🍁,https://twitter.com/HargreavesBC,"Ottawa,ON",http://www.andyhargreaves.com
1401,JessMarinDavis,"Global security research, policy and practice. President Insight Threat Intelligence & CASIS. PhD candidate. jessmarindavis@mstdn.social, Post: @jessmarindavis",https://twitter.com/JessMarinDavis,"Ottawa,ON",https://www.insightthreatintel.com/
1402,CTFFCEpresident,CTF/FCE President,https://twitter.com/CTFFCEpresident,"Ottawa,ON",http://www.ctf-fce.ca
1403,AlexMunter,"President of @CHEO pediatric health centre in #Ottawa.
Every day matters in the life of a child.",https://twitter.com/AlexMunter,"Ottawa,ON",http://www.cheo.on.ca
1404,MonaFortier,Députée | MP Ottawa-Vanier. Présidente du Conseil du trésor | President of the Treasury Board,https://twitter.com/MonaFortier,"Ottawa,ON",http://monafortier.libparl.ca
1405,Senators,Official Twitter feed of the Ottawa Senators,https://twitter.com/Senators,"Ottawa,ON",http://www.ottawasenators.com
1406,Media_Sens,Information and updates on the Ottawa Senators organization for the media and fans courtesy of the #Sens communications department.,https://twitter.com/Media_Sens,"Ottawa,ON",http://www.ottawasenators.com
1407,SensCentral,The #1 Daily Podcast Covering Ottawa @Senators Hockey #LOSP with @RossLevitan and @brandonpiller1. Presented By @LockedOnNetwork. #Sens #GoSensGo Subscribe! ⬇,https://twitter.com/SensCentral,"Ottawa,ON",https://linktr.ee/LockedOnSenators
1408,28CGiroux,"Dad to Gavin and Palmer, husband to @ryannegiroux and #28 of the Ottawa Senators",https://twitter.com/28CGiroux,"Ottawa,ON",http://Instagram.com/28cgiroux
1409,SensProspects,Keeping an eye on every Ottawa Senators prospect.,https://twitter.com/SensProspects,"Ottawa,ON",https://www.youtube.com/sensprospects
1410,GraemeNichols,"Freelance writer covering the NHL's Ottawa Senators. 

Work has appeared in The Athletic, The Ottawa Citizen.

DMs open. 

Email: graeme.j.nichols@gmail.com",https://twitter.com/GraemeNichols,"Ottawa,ON",http://gnichols.substack.com
1411,HockeyScanner,I write about the Ottawa Senators for @Sportsnet. Ex-Ottawa Citizen. Covered ten Olympic Games. goodreads.com/book/show/2949…,https://twitter.com/HockeyScanner,"Ottawa,ON",http://sportsnet.ca
1412,SunGarrioch,"Postmedia hockey columnist has covered the Senators since Day 1, is a contributor to TSN's #Sens broadcasts and pens the best Sunday column in the country.",https://twitter.com/SunGarrioch,"Ottawa,ON",
1413,CdnTireCtr,Ottawa-Gatineau's world-class entertainment venue and home of the NHL's Ottawa Senators.,https://twitter.com/CdnTireCtr,"Ottawa,ON",http://www.canadiantirecentre.com
1414,PxPOttawa,"The Voice of the Senators on TSN1200.

The glass is half full.

Swears, disrespectful stuff, 'OK Boomer' and any 'stick to sports'.. get an immediate block.",https://twitter.com/PxPOttawa,"Ottawa,ON",http://www.TSN1200.ca
1415,TheHillTimes,"The Hill Times is an influential, independently owned newspaper. We've covered Parliament Hill since 1989. Subscribe: hilltimes.com/get-a-subscrip…",https://twitter.com/TheHillTimes,"Ottawa,ON",http://hilltimes.com
1416,gmacofglebe,"Gov't Relations/Comms (former Parliament Hill, NS Legislature, Halifax City Hall staffer); political commentator via CTV/CPAC/SiriusXM's ""CanadaTalks"" etc",https://twitter.com/gmacofglebe,"Ottawa,ON",
1417,Gray_Mackenzie,National Reporter with @GlobalNational & @GlobalNews covering Parliament Hill | Always in a white shirt,https://twitter.com/Gray_Mackenzie,"Ottawa,ON",
1418,LizT1,"Parliament Hill reporter, mother & occasional baker of cookies.",https://twitter.com/LizT1,"Ottawa,ON",
1419,StephanieLevitz,"Parliament Hill-based reporter for The Toronto Star. One part Anne Shirley, one part Harriet the Spy. But not a redhead.",https://twitter.com/StephanieLevitz,"Ottawa,ON",http://www.facebook.com/Stephlevitz
1420,AuthorLMurphy,"Hubby & dad (3 girls). I write #thrillers, wife prefers N. Sparks. She's dead to me. HS Teacher. Former hockey player. #Cubs & #Bills fan. IG: @authorlukemurphy",https://twitter.com/AuthorLMurphy,"Ottawa,ON",http://www.authorlukemurphy.com
1421,DennisCardiff,🌊🌊#author(buff.ly/2xHgS3p)🌊(buff.ly/2GJSDsG) 💉💉💉💉🌊#blogger(buff.ly/2c1aVH9) 🌊🌊#poet(buff.ly/2EiTPAP) 🇨🇦 #JailTrump #Resistance #BlueCrew #ProChoice,https://twitter.com/DennisCardiff,"Ottawa,ON",http://about.me/dacardiff
1422,Astro_Jose,"Consultant, Instructor, Failure Analysis Expert, Engineer, Author, Speaker, Astronaut, Farmer, Wine maker",https://twitter.com/Astro_Jose,"Ottawa,ON",http://www.tierralunacellars.com
1423,JohnIbbitson,"Writer at Large, The Globe and Mail. Author: The Duel (Fall 2023) Empty Planet & Big Shift (with Darrell Bricker) Stephen Harper, The Landing, Polite Revolution",https://twitter.com/JohnIbbitson,"Ottawa,ON",http://www.globeandmail.com
1424,twitandrewking,Artist/cartoonist. Researching oddities in the shadows. Author of books & a blog about local history. Join my adventures at OttawaRewind.com,https://twitter.com/twitandrewking,"Ottawa,ON",http://www.andrewkingstudio.com
1425,MarkJCarney,Public servant: @bankofcanada @bankofengland Climate finance reformer: @UN @COP26 Investor: @Brookfield Fanatic: @EdmontonOilers @Everton Author: Value(s),https://twitter.com/MarkJCarney,"Ottawa,ON",http://hyperurl.co/values
1426,JohnHRuiz,"MSP Recovery Founder & CEO, Cigarette Racing Team Co-Owner",https://twitter.com/JohnHRuiz,"Miami,FL",
1427,DARRENHARDY,Success Mentor to CEOs and High-Performance Achievers | NYT Best-Selling Author | Free Daily Mentoring: DarrenDaily.com,https://twitter.com/DARRENHARDY,"Miami,FL",http://www.DARRENHARDY.com
1428,RobbieCrab,Competitive Storytelling | I work w/ venture backed founders and CEOs on storytelling and fundraising | Ex-trial lawyer w/ 102 trials,https://twitter.com/RobbieCrab,"Miami,FL",https://storytellersplaybook.beehiiv.com/subscribe
1429,iamadamwright,Managing Partner @ ACAP Investments Founder @wellcomebrand | @restorejuicebar | @ritualmatcha Startup junkie & Web3 enthusiast.,https://twitter.com/iamadamwright,"Miami,FL",http://www.wellcomebrand.com
1430,saylor,#Bitcoin is Hope.com | $BTC Hodler | @MicroStrategy Founder & Chairman $MSTR | @MIT Aerospace | bio michael.com | free education saylor.org | Tweets are my own.,https://twitter.com/saylor,"Miami,FL",https://microstrategy.com
1431,JebBush,"43rd Governor of Florida, Author, Founder and Chair of @ExcelinEd. Faith. Family. Service. Education. All sports.",https://twitter.com/JebBush,"Miami,FL",
1432,zebulgar,founder @vardaspace village idiot @foundersfund,https://twitter.com/zebulgar,"Miami,FL",http://delian.io
1433,marceloclaure,"Proud husband & father of 6. Loves fútbol⚽️. Brightstar Founder. Entrepreneur, Operator & Investor. Boards: @Tmobile, @Bolivar_Oficial & @gironafc",https://twitter.com/marceloclaure,"Miami,FL",https://www.instagram.com/marceloclaure/
1434,snyatta,"Immigrant. Global tech investor. Ex: SoftBank (founder: LatAm Fund). Now: Founder @bicyclevc. Current boards: Endeavor Global, Kavak, Lemonade, Tribal",https://twitter.com/snyatta,"Miami,FL",
1435,arrington,"Founder of TechCrunch, CrunchBase and Arrington Capital. Be Excellent To Each Other. 🚀🌕",https://twitter.com/arrington,"Miami,FL",http://www.arringtoncapital.com
1436,litcapital,founder @ litquidity capital // newsletters @exec_sum & @eightballnews // scout @baincapvc,https://twitter.com/litcapital,"Miami,FL",http://litquidity.co
1437,YesJulz,"Founder, Investor, Creator🌍 Forbes 30 under 30. #1AMRadio #NeverNotWorking @1amcreative",https://twitter.com/YesJulz,"Miami,FL",https://1AMnye.eventbrite.com
1438,GBousis,"Founder at @raisemarket @slide | Founder, Managing Partner at @protagonistxyz | Interests: Fintech, Gaming, Crypto, AI, Space, Art, Music & Life Sciences 🇬🇷",https://twitter.com/GBousis,"Miami,FL",http://protagonist.co
1439,VigilanteArtist,"Pop Artist - Digital Artist - Founder of iArt Movement 💜⁷ NFT  
WIKI en.wikipedia.org/wiki/Alejandro…",https://twitter.com/VigilanteArtist,"Miami,FL",https://linktr.ee/VigilanteArtist
1440,nilerodgers,"Music Producer, Composer, Guitarist & founding member of @CHICorg Chief Creative Advisor @AbbeyRoadStudios Chairman, @SongwritersHOF Founder @WeAreFamilyFdtn",https://twitter.com/nilerodgers,"Miami,FL",http://nilerodgers.com
1441,NikkiFinke,Penske Business Media consultant; Deadline.com Editor Emeritus & Founder; Moscow/London/Wash DC/Hwood journalist; showbiz fiction CEO.,https://twitter.com/NikkiFinke,"Miami,FL",https://HollywoodDementia.com/bio/
1442,unclelukereal1,The original bad boy of hip-hop Founder of southern Hip Hop Champion of free speech supreme court winner. Blake’s Dad. Bookings contact nkancey@gmail.com,https://twitter.com/unclelukereal1,"Miami,FL",http://www.lukerecord.com
1443,samuelazout,Colombian social entrepreneur in the field of education. Founder and Chairman at Futbol con Corazon and Fund. Carulla/aeioTU. RT’s not necessarily endorsements.,https://twitter.com/samuelazout,"Miami,FL",http://www.fcc.futbol
1444,MILKTYSON,"Founder @joinourfam + Manolo's Dad + Bella's Dad - Disrupter
Unprofessional Sports (Mainly OVER + prop) bettor",https://twitter.com/MILKTYSON,"Miami,FL",https://www.youtube.com/channel/UCUuvcGV91ntDNSBTIcGF0Lg
1445,donatellaarpaia,"Celebrity Chef, @IronChefAmerica Judge, @TodayShow Contributor, Restaurateur, Fit mom of 3! Founder @nomabeachmiami #MeatballQueen",https://twitter.com/donatellaarpaia,"Miami,FL",https://donatella.com/
1446,bling0,"Founder and GP at @blingcapital, GP @khoslaventures, Fitness junkie, formerly @YouTube @Google @Facebook",https://twitter.com/bling0,"Miami,FL",
1447,Lee_Schrager,"SVP, Communications & CSR @SGWineSpirits | Founder & Director of #SOBEWFF, #NYCWFF | Author of #AmericasBestBreakfasts, #FriedandTrue, & #sobecookbook",https://twitter.com/Lee_Schrager,"Miami,FL",
1448,AnthonyDiMoro,Founder @Gamactica | Building streaming/content platform at @DiskoLive | CEO @EliteRankMedia | Bylines: @SportsRants_ @FrightNerd @SEWatch + @GamacticaMedia,https://twitter.com/AnthonyDiMoro,"Miami,FL",https://gamactica.com/about-gamactica
1449,AnthonyKShriver,Founder and Chairman of @BestBuddies International | bestbuddies.org,https://twitter.com/AnthonyKShriver,"Miami,FL",http://www.facebook.com/anthonykshriver
1450,EglantinaZingg,Founder @goleadoras Tune in #TheZingg – Wednesdays 7:00pm EST here ⬇️,https://twitter.com/EglantinaZingg,"Miami,FL",https://linktr.ee/thezingg
1451,JasonHitchcock,"Head of Ecosystem @thirdweb, founder @fourmoonsll, taker of 45 min showers. DM to book for interviews re: thirdweb",https://twitter.com/JasonHitchcock,"Miami,FL",
1452,ACthecollector,Father | Founder | Collector | Partner @6529capital,https://twitter.com/ACthecollector,"Miami,FL",https://oncyber.io/ac_collection
1453,jbrukh,Founder @coinfund_io. Engineer. Investor. Researcher of Crypto Networks. Mentor to crypto teams. ~ranter-tapper. Curator @edition1art. (Not investment advice.),https://twitter.com/jbrukh,"Miami,FL",https://jake.market
1454,backus,"Shameless, dissonant, and obsessive. Founder and CTO @getcognito (acquired by @Plaid)",https://twitter.com/backus,"Miami,FL",
1455,MachineCoding,"Machine Learning is the Twitter account of Charles Skamser, industry thought leader on utilizing predictive analytics  throughout the entire IT lifecycle",https://twitter.com/MachineCoding,"Miami,FL",http://rationalretention.com
1456,MSweetwood,CEO @greenerprocess 🛡️ Dad to 5 👨‍👩‍👧‍👦 Speaker 🎤 Coach 🎯 Photographer 📸 Author 📚 Leader of the Pack 📙,https://twitter.com/MSweetwood,"Miami,FL",http://msweetwood.com
1457,InsideTheU,Journalist covering the Miami Hurricanes since 2003 | Owner of InsideTheU.com with 247Sports | Reporter for AP & South Dade News Leader | stock@insidetheu.com,https://twitter.com/InsideTheU,"Miami,FL",http://youtube.com/insidetheu
1458,Soccerex,"Global leader in the business of football 
soccerex.com/insight
youtube.com/user/Soccerex
instagram.com/soccerextv/
tiktok.com/@soccerextv?is…",https://twitter.com/Soccerex,"Miami,FL",http://www.soccerex.com/
1459,SheRoxTV,"Shelley Roxanne, Queen of Optimism, Award Winning Speaker, #1 Best Selling Author, Thought leader, Change Agent. TV Host Network Exec. bookme.name/SheRox",https://twitter.com/SheRoxTV,"Miami,FL",http://bit.ly/SheRox30Day
1460,anafabrega11,Former teacher known by little ones as Ms. Fab 🤸🏽‍♀️ EDUpreneur & Chief Evangelist @synthesischool 🚀 PRE-ORDER MY BOOK! 👇🏼,https://twitter.com/anafabrega11,"Miami,FL",https://www.amazon.com/Learning-Game-Teaching-Themselves-Challenge/dp/1804090093
1461,MayorGimenez,"As Miami-Dade County’s highest-ranking elected official and chief administrator I oversee a government of more than 28,000 employees and an $8.9 billion budget.",https://twitter.com/MayorGimenez,"Miami,FL",http://www.miamidade.gov/socialmedia
1462,gary_bailey1,"Played for Man United as goal keeper 1978-1987, England World cup 1986, Kaizer Chiefs South Africa 1988 & 89. TV pundit BeInSports Miami. Commentator USL",https://twitter.com/gary_bailey1,"Miami,FL",http://www.garybaileyspeaks.com
1463,mfeathers,"Chief Architect, @Globant. Director, R7K Research & Conveyance. Author of Working Effectively with Legacy Code.",https://twitter.com/mfeathers,"Miami,FL",http://r7krecon.com
1464,Solangelee,Smart latina Executive with more than 20 years creating content. TV + Digital. Founder of Soul Media.,https://twitter.com/Solangelee,"Miami,FL",
1465,grantstern,Author @mtc2020series of books. Executive Editor @OccupyDemocrats. Still @morningsidemtg @OnlyinMiamiShow @TheSternFacts @masksnoworg. Miami native. #HeatLifer,https://twitter.com/grantstern,"Miami,FL",http://www.grantstern.com
1466,fioreagostino,Executive Producer. Writer. Content Creator. Follow me on Instagram @fioreagostino @lunaenleomedia,https://twitter.com/fioreagostino,"Miami,FL",
1467,carlosdomingo,Founder and CEO securitize.io. Managing director spicevc.com. Former Telefonica R&D CEO and Telefonica Digital executive. Startup investor. Author,https://twitter.com/carlosdomingo,"Miami,FL",http://www.securitize.io
1468,jonoringer,Founder & Executive Chairman @Shutterstock — always bootstrapping,https://twitter.com/jonoringer,"Miami,FL",http://shutterstock.com
1469,lorenagarcia,Executive Chef / Top Chef Estrellas Judge / Top Chef Master / Nickelodeon #FoodHunters / NBC Food Fighter / Cookbook Author / Cilantro Lover! @chicalasvegas,https://twitter.com/lorenagarcia,"Miami,FL",http://www.cheflorenagarcia.com
1470,judgealexferrer,"Host and Executive Producer of “Whistleblower,” former host of the nationally syndicated court show “Judge Alex”",https://twitter.com/judgealexferrer,"Miami,FL",http://www.alexferrer.com
1471,TopRecruiterTV,Executive Producer,https://twitter.com/TopRecruiterTV,"Miami,FL",http://www.themovementseries.tv
1472,editor13x,"Director EiC SOUTHENDER,Fla assc of Hispanic Journalists. International Press club-Miami Journalist/Video/Photog",https://twitter.com/editor13x,"Miami,FL",https://www.facebook.com/groups/worlddpressservices/?fref=ts
1473,RepMariaSalazar,U.S. Congresswoman | Daughter of Exiles | Emmy Award-Winning Journalist | Serving on @HouseForeignGOP & @HouseSmallBiz | #FL27☀️🌴🇺🇸,https://twitter.com/RepMariaSalazar,"Miami,FL",https://linktr.ee/repmariaelvirasalazar
1474,NataliaCruzNews,"Public Figure, TV Realtor , 3 time Emmy® Award Journalist",https://twitter.com/NataliaCruzNews,"Miami,FL",http://nataliacruztvrealtor.com
1475,LOUISAGUIRRE,6 X Emmy winning TV journalist focusing on environmental and conservation issues. Presently anchor/correspondent @WPLGLocal10 Host of #DontTrashOurTreasure,https://twitter.com/LOUISAGUIRRE,"Miami,FL",http://www.sheldrickwildlifetrust.org
1476,angiepereztv,Emmy🏆Winning Journalist 🎙Live Interpreter/Voiceover Denuncias: m.facebook.com/angiepereztv/ VO: contrataciones@angieperez.tv info@angieperez.tv,https://twitter.com/angiepereztv,"Miami,FL",http://www.angieperez.tv
1477,FinTechie,Financial Services Technology Journalist and Consultant,https://twitter.com/FinTechie,"Miami,FL",http://about.me/jbruckenstein
1478,carolinasarassa,6x Emmy Award winning journalist @Univision Co-Anchor Lunes a viernes @UniNoticias 12 pm/11c #EdicionDigital / Correspondent @AquiYAhoraShow,https://twitter.com/carolinasarassa,"Miami,FL",http://www.CarolinaSarassa.com
1479,JarrodGlandt,President at Cardone Enterprises | Co-Host of Young Hustlers Podcast | Real Estate Investor | GrantCardone.com,https://twitter.com/JarrodGlandt,"Miami,FL",http://www.10XGrowthCon.com
1480,itsdanielishag,Assistant Vice President of Global Liquidity Management at Citibank,https://twitter.com/itsdanielishag,"Miami,FL",
1481,ImGuyana,Artist-Song Writer -BadGyal- **FOR BOOKING** RaniVpromotions@gmail.com,https://twitter.com/ImGuyana,"Miami,FL",http://www.facebook.com/officialguyana
1482,julio_frenk,"President of the University of Miami (@univmiami), former Minister of Health of Mexico. Tweets are my own.",https://twitter.com/julio_frenk,"Miami,FL",http://www.miami.edu
1483,LisaLutoffPerlo,"President & CEO of @CelebrityCruise. Believes in opening up the world, giving back, breaking barriers, and making sure that you have a relaxed luxury vacation!",https://twitter.com/LisaLutoffPerlo,"Miami,FL",http://CelebrityCruises.com
1484,KarlaforFlorida,"Teacher, wife, mother, Latina, God-fearing activist. President of the United Teachers of Dade. Nominee for Lieutenant Governor of Florida.",https://twitter.com/KarlaforFlorida,"Miami,FL",
1485,FrancisSuarez,Proud to serve as @MiamiMayor & President of @usmayors. Committed to elevating the quality of life of all our residents. Blessed to raise my family in the MIA!,https://twitter.com/FrancisSuarez,"Miami,FL",https://venturemia.org/
1486,CryptoKrad,Co-Founder of Loudchain.co / @aKIDcalledBEAST / @CrazyDollsNFT | NFT's for President #NFA #DYOR #AKCB #BAGMI,https://twitter.com/CryptoKrad,"Miami,FL",https://opensea.io/0x36c6c939e067adfdf534ec49faadfea55e30e71c
1487,pdelinois,"CEO, Premier Elite Realty, CNBC expert, 2012 MIAMI President Realtor Association in U.S, TV Personality, Best Selling Author, National RE Speaker",https://twitter.com/pdelinois,"Miami,FL",http://www.premiermiami.com
1488,larsapippen,"Fab Mom of 4, Entrepreneur, TV personality.",https://twitter.com/larsapippen,"Miami,FL",https://linktr.ee/Larsamarie
1489,LeaBlackMiami,"Lea Black Beauty® #CBDBeauty Skincare, TV & Radio Personality, Author, Mom, Wife, Philanthropist, Political Junkie",https://twitter.com/LeaBlackMiami,"Miami,FL",http://leablack.com
1490,NuJerzeyDevil,"Hip Hop Recording Artist, Official Touring DJ For The Game, TV Personality, Entrepreneur! #IcebergJerZ",https://twitter.com/NuJerzeyDevil,"Miami,FL",https://itunes.apple.com/us/album/slow-feet-dont-eat/1325836179
1491,JavierRomerotv,@Univision Radio Host @1075Amor @ElHitParade & TV personality @SabadoGigante | Animador de radio y TV |,https://twitter.com/JavierRomerotv,"Miami,FL",
1492,adrianathereal,"Public figure, TV personality, Bravo #rhom",https://twitter.com/adrianathereal,"Miami,FL",http://Adrianademoura.com
1493,ChefJames,"Chef, Three time Emmy award winner, TV personality, best selling Author and sequential entrepreneur.",https://twitter.com/ChefJames,"Miami,FL",http://chefjames.com
