user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:04:49+00:00,"RT @Corix_JC: Taking fear out of #innovation

https://t.co/sgQbqpbZGD

@McKinsey #business #leaders #leadership #management #governance #cu…","['innovation', 'business', 'leaders', 'leadership', 'management', 'governance']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:04:46+00:00,"RT @Corix_JC: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organization f…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:03:09+00:00,"RT @Transform_Sec: The Curse of the Decade for Many CISOs &gt; https://t.co/Br0e7vlnTK 

#cybersecurity #security #infosec #business #leaders…","['cybersecurity', 'security', 'infosec', 'business', 'leaders']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:02:58+00:00,"RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/xerVNbd6zf 

#security #infosec #…","['cybersecurity', 'security', 'infosec']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:02:41+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions

https://t.co/wnsQldyAWX

@csoon…",['cybersecurity'],Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:02:36+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#sec…",['cybersecurity'],Twitter for Android,False
👾DFIR💻,,"Malware is bad, mmm k…",2015-09-15 15:39:08+00:00,1734,29,264774,False,2023-04-09 14:02:36+00:00,"RT @Transform_Sec: ""It’s often trying to go too fast with the wrong #leadership baggage that drives CISOs to failure"" &gt;&gt; The Curse of the D…",['leadership'],CyberDFIR,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:02:34+00:00,"RT @Transform_Sec: Re-evaluating immature and ineffective insider #risk management programs

https://t.co/IyIs8SYZDg

@HelpNetSecurity #cyb…",['risk'],Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:01:52+00:00,"RT @Corix_JC: Strategic #risk analysis is key to ensure customer #trust in product, customer-facing app #security

https://t.co/rLYS9ZEp96…","['risk', 'trust', 'security']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:01:26+00:00,"RT @Corix_JC: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organization f…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:01:18+00:00,"RT @Corix_JC: 6 steps to measure the #business value of #IT

https://t.co/39SOD9rN4B

@CIOonline #tech #digital #innovation #leaders #leade…","['business', 'IT', 'tech', 'digital', 'innovation', 'leaders']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:01:15+00:00,"RT @Corix_JC: Beware a #Culture of Busyness

https://t.co/FVjrOa3UuF

@HarvardBiz #business #leaders #leadership #management #corporatecult…","['Culture', 'business', 'leaders', 'leadership', 'management']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:01:11+00:00,"RT @Corix_JC: 3 trends will shape the future of work, according to #Microsoft’s CEO

https://t.co/RkwYytwP5J

@wef @Microsoft #business #le…","['Microsoft', 'business']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:01:08+00:00,"RT @Corix_JC: To all our listeners on the @CorixPartners Cyber Security Transformation #Podcast, many thanks for all the love and support i…",['Podcast'],Twitter for Android,False
👾DFIR💻,,"Malware is bad, mmm k…",2015-09-15 15:39:08+00:00,1734,29,264774,False,2023-04-09 14:01:03+00:00,"RT @corixpartners: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/c2lcn5GXxU 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",CyberDFIR,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:00:39+00:00,"RT @Corix_JC: Can #DesignThinking Succeed in Your Organization?

https://t.co/LrtAyeOR4N 

@mitsmr @ddunneDesign #business #leaders #leader…","['DesignThinking', 'business', 'leaders']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:00:37+00:00,"RT @Corix_JC: The @CorixPartners Friday Reading List &gt;&gt; Hand-picked Content for Top #Leaders
 
Now Free on @Medium after 4 Weeks &gt;&gt; Check i…",['Leaders'],Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:00:34+00:00,"RT @Corix_JC: People #Strategy in the Age of Generative #AI

https://t.co/AgMxfZf0FW

@BCG @julia_dhar #tech #generativeAI #ArtificialIntel…","['Strategy', 'AI', 'tech', 'generativeAI']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:00:32+00:00,"RT @corixpartners: Hand-Picked Content for Top #Cybersecurity Leaders

Follow our Founder &amp; CEO @Corix_JC on @ScoopIt &gt;&gt; https://t.co/LcGCR…",['Cybersecurity'],Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 14:00:19+00:00,"RT @Corix_JC: Hand-Picked Content for Top #Cybersecurity Leaders

Follow me on @ScoopIt &gt;&gt; https://t.co/ZSthoxR6Ud

#security #infosec #bus…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 13:59:57+00:00,"RT @Corix_JC: Is #Cloud Repatriation a Big Lie Server #Vendors Are Shilling?

https://t.co/Ck3kAGtuTH 

@SpiceworksNews @RobertsPaige #clou…","['Cloud', 'Vendors']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 13:59:52+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Protect Your Organiz…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 13:59:50+00:00,"RT @RumiChowd: RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Prote…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
TransformSecurity,"London, England",A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL,2015-11-21 09:17:02+00:00,2969,2158,133125,False,2023-04-09 13:59:42+00:00,"RT @corixpartners: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/c2lcn5GXxU 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:57+00:00,"RT @Transform_Sec: Re-evaluating immature and ineffective insider #risk management programs

https://t.co/IyIs8SYZDg

@HelpNetSecurity #cyb…",['risk'],Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:51+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#sec…",['cybersecurity'],Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:46+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions

https://t.co/wnsQldyAWX

@csoon…",['cybersecurity'],Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:29+00:00,"RT @corixpartners: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/c2lcn5GXxU 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:22+00:00,"RT @Transform_Sec: ""It’s often trying to go too fast with the wrong #leadership baggage that drives CISOs to failure"" &gt;&gt; The Curse of the D…",['leadership'],Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:16+00:00,"RT @RumiChowd: RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Prote…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 13:58:12+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Protect Your Organiz…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
Marcel Duchamp,,"French-American Painter, Sculptor, Chess Player, Author, and NFT Artist. Interest also include Cubism, Dada, and Conceptual Art.",2021-04-02 21:40:49+00:00,5434,1040,185406,False,2023-04-09 13:52:33+00:00,"RT @chiro_grants: 'Before the egg hunt 👽🥚🐰✨'

@cory_litwin 
#Easter2023 

#murdagang #ceo #musicindustry 
#culture #hiphop #trapmusic #힙합　#…","['Easter2023', 'murdagang', 'ceo', 'musicindustry', 'culture', 'hiphop', 'trapmusic', '힙합']",twitter app marcel,False
Bill Ruff | The Futurum Group,"Austin, TX","Chief Customer Officer at @TheFuturumGroup. Girl Dad x2, family guy, soccer fan, boating and snow ski enthusiast, obsessive about #CX",2020-03-22 15:31:07+00:00,184,815,2025,False,2023-04-09 13:51:44+00:00,"RT @SixFiveSummit: We are excited to welcome back @HeuveldopNiklas, President &amp; #CEO of @EricssonNA, as our Day 1 Opening Keynote Speaker.…",['CEO'],Twitter for iPad,False
It's My B'Day Month 🥳 ( Apr 27),"Andhra Pradesh, India","The Relationship btw me & Black clothes 🖤 is a Love story 💘
That can't be explained !!",2022-10-11 12:15:02+00:00,24,37,8581,False,2023-04-09 13:31:30+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
TONY💵BO$$ 🥚🐇 #ISupportMercedesMoné 🐐,"Illinois, USA",⚖️ Big fan of met twice CEO Mercedes Varnado 💵🐐 Fan of Liv Morgan👀 Dakota Kai🤙 Carmella💵 I go to WWE auto signings 🖊 Videogamer 🎮 Game Of Thrones fan🐉,2012-08-09 21:05:30+00:00,592,603,19315,False,2023-04-09 13:31:06+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
The Lean Startup Life,www.MyFrugalBusiness.com,Living The Lean Startup Lifestyle! Business Blog https://t.co/WgB1Lv8A6B #LeanStartup #Startups #Startup Visit https://t.co/CFKEcwbSFk,2015-04-27 20:13:00+00:00,4493,3211,55633,False,2023-04-09 13:25:40+00:00,"RT @LeanStartupLive: 3 Entrepreneurial Leadership Skills To Hone https://t.co/RAjEyVBuqj

#Entrepreneurship #Entrepreneur #Entrepreneurs #M…","['Entrepreneurship', 'Entrepreneur', 'Entrepreneurs']",Twitter Web App,False
K/ BESTIE'S DAY✨🖤,jaha koi aata - jata nhi,just an armaalian who loves armaal and every armaalian 😭❤️,2022-11-07 11:29:05+00:00,157,127,6217,False,2023-04-09 13:18:16+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
Sanjunath,,I Am Soul,2019-11-06 07:48:44+00:00,250,4995,109797,False,2023-04-09 13:15:46+00:00,RT @indstartupnews: Uber CEO Dara Khosrowshahi secretly worked as a driver and delivery agent for months to understand drivers' experiences…,,Twitter for Android,False
Alexa Bliss and Bray Wyatt Fanpage,,"Fan of wrestling, Giants, Knicks, Islanders, Mets, and other things.",2021-01-31 20:04:20+00:00,8830,2375,133612,False,2023-04-09 13:03:48+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
Varshitha,"Hyderabad, India",,2021-06-27 11:02:30+00:00,105,98,9740,False,2023-04-09 13:03:41+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
Yasermz,,"مشروع التدبر المصور{وَمَا تَوْفِيقِي إِلَّا بِاللَّهِ عَلَيْهِ تَوَكَّلْتُ وَإِلَيْهِ أُنِيبُ} (المفكر كل شئ له فيه عبرة) ME Eng.,Fam Bus,Mrktng,Vis Art Sc&Phy",2009-10-24 07:30:09+00:00,525,2209,1142,False,2023-04-09 12:09:35+00:00,"RT @DrDavidWeiss: #infographics Connect then Lead: Leaders need both Warmth and Competence
Source: Harvard Business Review 
Sketchnote Tanm…",['infographics'],Twitter for iPhone,False
Prof. Ari,,Associate Professor for Computer Networks. #WirelessNetworking • #IoT • #AI • #Automation • #Cybersecurity • #Privacy,2021-12-28 08:54:26+00:00,112,133,14,False,2023-04-09 11:38:59+00:00,RT @NewsEdgetech: Investors’ concerns about greenwashing erode trust in what companies say about addressing the sustainability risks and op…,,Twitter for iPhone,False
Haam M L N,,,2010-01-20 13:04:02+00:00,30,49,1020,False,2023-04-09 11:36:04+00:00,"RT @mercurigoldmann: https://t.co/06DkoQ4It0 
How skilled are you at Forecasting?
Want to get better?

#BusinessDevelopment #SellingSkills…","['BusinessDevelopment', 'SellingSkills']",Twitter for Android,False
🇲🇽ᒷẸⲚᗋ🦂₂o💱ϻσ𝝒é ᴇʀᴀ𓃵,ʜᴇʀᴄʜᴀᴏꜱ⋆ᴛʜᴀᴛᴍᴀᴅᴇ⋆ʜᴇʀʙᴇᴀᴜᴛɪꜰᴜʟ,メルセデス モネϻᴇʀᴄᴇᴅᴇꜱ𝓥𝓪𝓻𝓷𝓪𝓭𝓸🐐💙FAN PAGE🌸👑IWGP Ⲥ𝘌𝜽 ʍօﬨé💵Ⲥꔠ𐌀Ϻᑭ𝘭०𝖭🏆╥𝘳𝘶e 𝝙ят ɪꜱ ᴄʜᴀʀᴀᴄᴛᴇʀɪᴢᴇᴅ ʙʏ ᴀɴ ɪʀʀᴇꜱɪꜱᴛɪʙʟᴇ ᴜʀɢᴇ ɪɴ ᴛʜᴇ ᴄʀᴇᴀᴛɪᴠᴇ 𝝙ятιѕт🪄🎨,2019-02-05 20:22:25+00:00,5116,3093,151466,False,2023-04-09 11:33:41+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
🇲🇽𝑺ϵ𝑳ϵ𝝒ᴀ🦂𝟐𝙾⋆ጦσ𝝒é⋆𓃵,👑ጦ𝚶ΝÉ 𝔈𝔪𝔭𝔦𝔯𝔢💸,Μᴇʀᴄᴇᴅᴇꜱ 𝚅𝚊𝐫𝐧𝚊ᑯഠ╒𝜕𝟆 ꝓ𝜕𝖌𝖊💙ɪᴡɢᴘ Ⴀ𝝐σ ⱮΘ𝐍É ꜫƦᴀ💱🏆𝕋ℍ𝔼 ℂ𝕆ℕ𝕍𝔼ℝ𝕊𝔸𝕋𝕀𝕆ℕ🐐✞ℜ𝔢𝔞𝔭 𝔴𝔥𝔞𝔱 𝔶𝔬𝔲’𝔳𝔢 𝔰𝔬𝔴𝔫 𝔲𝔫𝔞𝔭𝔬𝔩𝔬𝔤𝔢𝔱𝔦𝔠𝔞𝔩𝔩𝔶🔥,2019-06-10 08:05:56+00:00,1907,1217,29947,False,2023-04-09 11:33:12+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
BrainHouse,,Your #1 Digital Innovation Partner|| I match the best Technologies with the best business practices to generate maximum value |,2015-03-23 19:14:27+00:00,463,265,594,False,2023-04-09 11:31:34+00:00,"RT @VisualInforTech: How to Plan Your Company’s Transformation &gt; By understanding how change naturally rolls out, you can start your planni…",,Twitter for iPhone,False
🏊change is constant🏊,"Gandhinagar, Gujarat, India. ","🏊🏊People like you makes people like me like people like you.🏊🏊
💰 BFSI + PMS & RE  💼",2017-07-02 08:49:27+00:00,1356,1244,473417,False,2023-04-09 11:19:23+00:00,"RT @DrDavidWeiss: #infographics 8 Resilience Practices
Source Center for Creative Leadership
#QuestionsWorthAsking Which practice can you e…","['infographics', 'QuestionsWorthAsking']",Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 11:14:59+00:00,"RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/xerVNbd6zf 

#security #infosec #…","['cybersecurity', 'security', 'infosec']",Twitter for Android,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 11:07:42+00:00,"RT @Corix_JC: Hand-Picked Content for Top #Cybersecurity Leaders

Follow me on @ScoopIt &gt;&gt; https://t.co/ZSthoxR6Ud

#security #infosec #bus…","['Cybersecurity', 'security', 'infosec']",retweettcb,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 11:06:35+00:00,"RT @Transform_Sec: The Curse of the Decade for Many CISOs &gt; https://t.co/Br0e7vlnTK 

#cybersecurity #security #infosec #business #leaders…","['cybersecurity', 'security', 'infosec', 'business', 'leaders']",Twitter for Android,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 10:55:01+00:00,"RT @corixpartners: Hand-Picked Content for Top #Cybersecurity Leaders

Follow our Founder &amp; CEO @Corix_JC on @ScoopIt &gt;&gt; https://t.co/LcGCR…",['Cybersecurity'],Twitter for Android,False
Togo | Retweet,,Mention #Togo in your tweet to be retweeted. Mentionne #Togo dans ton tweet pour être retweeté. #Team228 #Togo #Denyigban,2021-03-28 14:02:32+00:00,1109,18,243,False,2023-04-09 10:53:48+00:00,RT @fambis94: MISSION 2023 #fambisandele #fambisandéléstartup #mission #france #togo #chefdeprojetdigital #coachagile #communitymanager #developpeurweb #graphiste #projectmanager #headofdigitalproject #cybersecurite  #business #businesscoach #ceo #france… https://t.co/YoYDbBLF6O,"['fambisandele', 'fambisandéléstartup', 'mission', 'france', 'togo', 'chefdeprojetdigital']",IFTTT,False
Abhishek A.S,"Karnataka, India",Free,2019-11-21 10:02:48+00:00,26,28,32851,False,2023-04-09 10:29:08+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
あ,,,2019-02-17 13:51:26+00:00,119,160,5409,False,2023-04-09 10:02:00+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter for iPhone,False
thenameisyash fanʸᵃˢʰ¹⁹,,Yash boss fan,2022-07-11 15:40:12+00:00,47,62,7701,False,2023-04-09 10:00:12+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
nuance.,,,2022-11-01 16:54:07+00:00,0,3,3,False,2023-04-09 10:00:05+00:00,"RT @DBSA_Bank: New DBSA CEO, Ms. Boitumelo Mosako, looks forward to carrying on the legacy of institutional strength by leading the Bank on…",,Twitter Web App,False
Zelda Anderson,,So I was born the same day A Link to the Past was released and my nerd parents didn't even consider any other name,2022-11-07 14:42:48+00:00,443,3222,6763,False,2023-04-09 09:44:23+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,zelander,False
Majin,,"Don't know man, they told me twitter is a fun place. Shot out for DBZ fans",2022-09-27 21:42:35+00:00,564,3149,7816,False,2023-04-09 09:38:14+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,Uffzar,False
Jaime,,Snooping around this social media.,2022-05-17 23:50:42+00:00,786,3008,15269,False,2023-04-09 09:32:10+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,lufilir,False
Shane,,"Just a guy who looks like Yoda and it's trying to beat his brother into winning contests. Shane is the name, not XAME",2021-07-25 00:57:15+00:00,1131,3008,19431,False,2023-04-09 09:26:03+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,xavuxame,False
Punith YASH,"Bengaluru, India",@TheNameIsYash BOSS forever 💕 || RCBian ❤️||                 @imVkohli KING KOHLI 🔥,2020-03-24 10:02:46+00:00,1279,1251,65876,False,2023-04-09 09:25:20+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Obiwho,,"Just a guy who looks like Obi-Wan. Xame's brother @uvaxemax. I came here to stalk some friends, but now I want to win all the contests, that's my ultimate goal.",2021-07-25 15:38:11+00:00,1230,3004,19089,False,2023-04-09 09:19:58+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,Xame1,False
Rick,,"Love movies, books and money (lol who doesn't), couldn't be an actor or writer so I chose to walk the path of the NFTs and crypto.",2022-01-08 16:49:16+00:00,967,3007,21659,False,2023-04-09 09:13:51+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,arx_ology,False
