username,bio,profile_URL,website
KashimSM,"Vice President-Elect, Federal Republic of Nigeria | Senator, Borno Central District | Former Governor of Borno State",https://twitter.com/KashimSM,
SenJackReed,Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed. Chairman of the Senate Armed Services Committee.,https://twitter.com/SenJackReed,reed.senate.gov
SenMarcoRubio,Official account of U.S. Senator Marco Rubio.,https://twitter.com/SenMarcoRubio,rubio.senate.gov
SenatorReid,Former Senator from the great state of Nevada.,https://twitter.com/SenatorReid,
SenCoryGardner,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.,https://twitter.com/SenCoryGardner,
Europarl_EN,Follow for the latest information from the European Parliament. Account managed by the Parliament's web team. Privacy statement: https://t.co/pgMRBckG2S,https://twitter.com/Europarl_EN,europarl.europa.eu/news/en
Madam_President,A project of @EMILYsList with the goal of electing @KamalaHarris as the first woman vice president of the United States.,https://twitter.com/Madam_President,emilyslist.org
timkaine,"Anne Holton’s husband, Dad of 3, Stone Irish, public servant, musician, civil rights lawyer, backpacker.",https://twitter.com/timkaine,
LeslynLewis,"Member of Parliament for Haldimand-Norfolk. JD, MES, PhD",https://twitter.com/LeslynLewis,leslynlewis.ca
LilTunechi,https://t.co/PZLYHL6e68,https://twitter.com/LilTunechi,👽🎵.y.at
theAliceRoberts,"Prof of Public Engagement in Science, Uni of Birmingham; anatomist, author, broadcaster; vice President of Humanists UK. All views my own.",https://twitter.com/theAliceRoberts,alice-roberts.co.uk
SenatorFischer,United States Senator for Nebraska,https://twitter.com/SenatorFischer,fischer.senate.gov
RimaFakih,Former Miss USA | Ambassador Children Cancer Center Lebanon | Best Buddies Board Member | School On Wheels 🙏 Full Time Wife ❤️,https://twitter.com/RimaFakih,RimaFakih.com
AnitahAmong,"Speaker of the Parliament of the Republic of Uganda.
Bukedea District Woman MP.",https://twitter.com/AnitahAmong,parliament.go.ug
wallacemick,Builder. Breaker. Member of the European Parliament. https://t.co/P6uyZ9bCPH,https://twitter.com/wallacemick,
MathiasMpuuga,Leader of the Opposition @Parliament_Ug | @NUP_Ug Deputy President (Buganda region) | MP Nyendo - Mukungwe | Human Rights Activist| Advocate| Teacher| Economist,https://twitter.com/MathiasMpuuga,nupuganda.org
TulipSiddiq,Labour MP for my home seat of Hampstead and Kilburn. Shadow City Minister. Casework/Questions? Email: tulip@tulipsiddiq.com,https://twitter.com/TulipSiddiq,tulipsiddiq.com/my-blog
DrSenthil_MDRD,Practicing Radiologist.               Member of Parliament for Dharmapuri parliamentary constituency               🖤❤️ DMK,https://twitter.com/DrSenthil_MDRD,
VP,Vice President of the United States. Wife to the first @SecondGentleman. Momala. Auntie. Fighting for the people.,https://twitter.com/VP,whitehouse.gov
Welshman_Ncube,Zimbabwean. Advocate. Professor of law. Vice President CCC. Former Minister of Industry and Commerce.,https://twitter.com/Welshman_Ncube,
DawnButlerBrent,"MP for Brent Central ✉ dawn.butler.mp@parliament.uk -
First elected Black female government minister in the UK
- Vogue's top 25 women shaping 2020
She/Her",https://twitter.com/DawnButlerBrent,dawnbutler.org.uk
EricTrump,Executive Vice President of The @Trump Organization. Husband to @LaraLeaTrump. Large advocate of @StJude Children's Hospital @TrumpWinery #MakeAmericaGreatAgain,https://twitter.com/EricTrump,Trump.com
SenatorBurr,U.S. Senator from North Carolina,https://twitter.com/SenatorBurr,burr.senate.gov
SenJohnHoeven,"U.S. Senator for North Dakota serving on the Senate Agriculture, Energy, Appropriations & Indian Affairs committees.",https://twitter.com/SenJohnHoeven,hoeven.senate.gov
dogfishbeer,"Off-centered goodness for off-centered people. Brewery, Restaurants, Distillery & Inn! Followers must be 21+, cheers!",https://twitter.com/dogfishbeer,dogfish.com
iingwen,中華民國第15任總統 President of the Republic of China (Taiwan),https://twitter.com/iingwen,president.gov.tw
hblodget,"Hello! I'm the founder and CEO of Insider, as well as a columnist and bloviator. I’m also a Board member at Morning Brew ☕️. Thanks for following me!",https://twitter.com/hblodget,insider.com
SenRandPaul,"I fight for Kentucky, individual rights, and the Constitution | This is an official government account for Senator Rand Paul.",https://twitter.com/SenRandPaul,Paul.Senate.Gov
marcorubio,"Christian,Husband,Father,AMERICAN,Senator for Florida, Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",https://twitter.com/marcorubio,marcorubio.com
bjpsamvad,"This handle is the voice of all nationalists and party supporters. Tag us for RT, if you're one.
Managed by BJP volunteers.",https://twitter.com/bjpsamvad,bjp.org
TanDhesi,"@UKLabour MP for #Slough. Shadow Rail Minister. For casework/queries, please email tan.dhesi.mp@parliament.uk or call 01753 518161",https://twitter.com/TanDhesi,tsdhesi.com
WilliamsRuto,President of The Republic of Kenya.,https://twitter.com/WilliamsRuto,president.go.ke
president_uz,Press-service of the President of the Republic of Uzbekistan / Пресс-служба Президента Республики Узбекистан,https://twitter.com/president_uz,president.uz
Hideki_Naganuma,Composer of JET SET RADIO｜Spotify▶︎https://t.co/ZW4mfl9GGI Music▶︎https://t.co/TkTxvMqWr0 YouTube Music▶︎https://t.co/TdbetXnA7Y Bandcamp▶︎https://t.co/gEQogrtEta SoundCloud▶︎https://t.co/x4R0HKBcTU,https://twitter.com/Hideki_Naganuma,instagram.com/hideki_naganum…
ItsYangaChief,YoungLegendMusic Artist / yangabookings@gmail.com SAMA HIP HOP ALBUM OF THE YEAR #BecomingAPopStar SAHHA SONG OF THE YEAR #UTATAKHO,https://twitter.com/ItsYangaChief,instagram.com/itsyangachief
ZelenskyyUa,Президент України,https://twitter.com/ZelenskyyUa,president.gov.ua
CMOKerala,"Updates from the Office of Chief Minister of Kerala, Shri. Pinarayi Vijayan",https://twitter.com/CMOKerala,keralacm.gov.in
JohnnyMercerUK,Father of three; husband of 1. Believer in change. Member of Parliament for Plymouth Moor View,https://twitter.com/JohnnyMercerUK,johnnymercer.co.uk
andrealeadsom,"Member of Parliament for South Northamptonshire. If you are a constituent, please email - Andrea.leadsom.mp@parliament.uk.",https://twitter.com/andrealeadsom,andrealeadsom.com
SteveBakerHW,"Minister of State for Northern Ireland, Conservative MP for Wycombe",https://twitter.com/SteveBakerHW,stevebaker.info
Jairam_Ramesh,"Member of Parliament| General Secretary in-charge Communications, Indian National Congress| former Union Minister| Author| Unapologetic Nehruvian.",https://twitter.com/Jairam_Ramesh,inc.in
ianuragthakur,"🇮🇳Union Minister for I&B and Youth Affairs & Sports, GoI | 4th Term Member of Parliament (LS-Hamirpur HP)",https://twitter.com/ianuragthakur,
RandPaul,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great.",https://twitter.com/RandPaul,randpaul.com
tunajibu,Vice President - FFI | Former Cabinet Minister & Member of Parliament - Government of Kenya 🇰🇪,https://twitter.com/tunajibu,
azharflicks,"President - Hyderabad Cricket Association || Working President - TPCC || Former ""Cricket Captain of India"" || ""Member of Parliament” - Lok Sabha",https://twitter.com/azharflicks,
SenBobCorker,Official news and updates from former United States Senator Bob Corker (R-Tennessee).,https://twitter.com/SenBobCorker,corker.senate.gov
SindhCMHouse,"Official Account of CM, Sindh | https://t.co/ZbEwJgIo8u | https://t.co/VPR93j4ifj | https://t.co/aNR8wp3oQT",https://twitter.com/SindhCMHouse,facebook.com/SindhCMHouse
BJPCentralMedia,This is the official handle of BJP Central Media Department. Follow for all media related updates.,https://twitter.com/BJPCentralMedia,bjp.org
SenAlexander,Updates from former United States Senator Lamar Alexander. 7th generation Tennessean born and raised in Maryville.,https://twitter.com/SenAlexander,LamarAlexander.com
CMOfficeAssam,"Chief Minister's Office, Government of Assam",https://twitter.com/CMOfficeAssam,cm.assam.gov.in
SenatorBennet,U.S. Senator for Colorado,https://twitter.com/SenatorBennet,bennet.senate.gov
MsPackyetti,"Black. saved by grace. activist. #UNDISTRACTED host. @MSNBC analyst. @BET vp, social impact. @kidnoble’s +1. M’s mama. she/her. opinions mine alone. #Ferguson",https://twitter.com/MsPackyetti,brittanypacknett.com
yeobeeyin,Public Servant | Member of Parliament for Puchong | Wife | Mother of Two,https://twitter.com/yeobeeyin,yeobeeyin.com
PRSLegislative,Tracking all things legislative | Working of state legislatures and Parliament; MPs and MLAs; Committees | Budgets etc.,https://twitter.com/PRSLegislative,prsindia.org
iamjameshaarsma,Vice President of @RCIncorporated,https://twitter.com/iamjameshaarsma,instagram.com/iamjameshaarsma
praful_patel,"MP • Vice-President - Nationalist Congress Party • Former Union Minister of Civil Aviation, Heavy Industries & Public Enterprises • FIFA Council member",https://twitter.com/praful_patel,praful-patel.com
dambisamoyo,"Member, House of Lords - sitting as Baroness Moyo of Knightsbridge; Investor, Board member, Author.",https://twitter.com/dambisamoyo,dambisamoyo.com
AnthonySHead,Actor,https://twitter.com/AnthonySHead,
MPNaveenJindal,"Elected twice to Indian Parliament, Chairman- @JSPLCorporate. The display of Tiranga is a way to express my love for & faith in the country. RT isnt endorsement",https://twitter.com/MPNaveenJindal,naveenjindal.com
DeeJayiLLWiLL,@ThaAlumni CEO | Proud Dad | #ALIVE Deluxe out now! https://t.co/ndhIf51RoX,https://twitter.com/DeeJayiLLWiLL,Tha-Alumni.com
JohnSwinney,John Swinney is Member of the Scottish Parliament for Perthshire North and Deputy First Minister/Cabinet Secretary for Covid Recovery in Scottish Government.,https://twitter.com/JohnSwinney,johnswinney.scot
SaniaNishtar,"Senator, Former Special Assistant of the Prime Minister on Poverty Alleviation, Former Federal Minister, Pakistan. Founder of @Ehsaas_Pk. Global health advocate",https://twitter.com/SaniaNishtar,sanianishtar.info
BorisJohnson,Former Prime Minister of the United Kingdom. Member of Parliament for Uxbridge and South Ruislip.,https://twitter.com/BorisJohnson,compiled.social/BorisJohnson
SenatorDurbin,Serving the people of Illinois. Majority Whip and Chair of the Senate Judiciary Committee @JudiciaryDems.,https://twitter.com/SenatorDurbin,durbin.senate.gov
ibusolih,President of the Republic of Maldives,https://twitter.com/ibusolih,presidencymaldives.gov.mv
SpeakerKLusaka,"Governor, Bungoma County",https://twitter.com/SpeakerKLusaka,parliament.go.ke
MAKE_US_AMERICA,• WE WILL BRING BACK A GOOD EXAMPLE & GOOD MORAL CHARACTER TO THE OVAL OFFICE.!,https://twitter.com/MAKE_US_AMERICA,tiktok.com/@make_us_ameri…
