username,bio,profile_url,website,location,followers_count
NigeriaStories,"Facts and amazing stories from Nigeria |

Don’t forget to turn our notification ON 🔔| DM for promo and partnership",https://twitter.com/NigeriaStories,,Nigeria,200316
slay_jimmy,"The Octopus 🐙 || Join my 30,000+ telegram community via the link below to make more money from sports 👇",https://twitter.com/slay_jimmy,https://t.me/slayjimmyTC,Nigeria,337533
Realsnowlove1,VO Artist | Writer | Pro.Manager @theofficialpoma |Co-Director @frilife_media | lovechijioke508@gmail.com Backup: @gensnow01,https://twitter.com/Realsnowlove1,,,185991
maryam_Jidayi,CEO @MajClothing / fashion Academy| Lawyer ⚖️| Creator. Passionate thinker| Donatella.,https://twitter.com/maryam_Jidayi,,"Maiduguri, Nigeria",39702
Waspapping_,Activist! Voice of the Voiceless! Social Critic! Advocate for Justice! - @Whatspapping_ ! IG - I run PR when I feel like.,https://twitter.com/Waspapping_,,Nigeria,82745
groovymono,OFFICIAL & ONLY ACCOUNT OF GROOVY. Ex-BBN SEASON 7 HOUSEMATE. Actor/ Artiste/ Model/Serial Entrepreneur. Fanpage: @GROOVYHQ1. #GroovyMono𓃵 💗🚀 #Groovers 💗🚀,https://twitter.com/groovymono,https://linktr.ee/groovymono,"Lagos, Nigeria",138196
_dinomelaye,"Senator of the Federal Republic of Nigeria,  Former member House of Reps, Founder -Anti Corruption network, Democratic evangelist and Private Investigator",https://twitter.com/_dinomelaye,http://www.senatordinomelaye.com,Abuja,3515951
nbstv,"The Political Command Centre. Always consistent, Always informative, Always entertaining. Follow every story via #NBSUpdates | A company of @nextmediaug",https://twitter.com/nbstv,http://www.nbs.ug/,Uganda,1613933
ShehuSani,Human Rights Activist | Author | PanAfricanist | A dedicated fighter for Freedom and Justice|Instagram Shehu.Sani,https://twitter.com/ShehuSani,http://www.shehusani.com,Nigeria,3023917
Tinnyentafrica,Entertainment And Lifestyle. Artiste Are Founders.,https://twitter.com/Tinnyentafrica,,Africa,25264
oluremisonaiya,Presidential candidate for Kowa Party in Nigeria's 2015 Elections; Retired Professor of French and Applied Linguistics.,https://twitter.com/oluremisonaiya,http://www.remisonaiya.com,"Ile-Ife, Nigeria",82009
genakhena,"CEO Global Media | Marketer, Sport Journalist & Administrator | Director of Sport, MFM 🌍 | Chairman, Sporting Lagos FC | Man Utd fan | genakhena@yahoo.com",https://twitter.com/genakhena,,"Lagos, Nigeria",200193
SirUTI,THE OFFICIAL TWITTER PAGE OF UTI NWACHUKWU- NIGERIAN TV PRESENTER/ACTOR/MODEL&EVENTS' MC. WINNER BBA ALLSTARS.SPIRITUAL NOT RELIGIOUS.@HerStoryOurStory SARC REP,https://twitter.com/SirUTI,https://instagram.com/siruti,INTERNATIONALLY NIGERIAN,558751
YunusaTanko,"Presidential Candidate (NCP) 2019and National Chairman (NCP) 2023 Chairman IPAC 2015.
Chief Spokesperson Labour  Party Presidential Campaign Council (LP-PCC)",https://twitter.com/YunusaTanko,http://www.obidatticampaign.com,ABUJA NIGERIA,86836
DBJ_gh,"⚽️ Agent☆Talent Manager☆Event Planner 
Manager of @irchadR @gyaigyimii @bmtayui @datartgod |📧: dbjempire@gmail.com         

Active on Instagram (dbjgh)",https://twitter.com/DBJ_gh,https://instagram.com/dbjgh,Ghana,14676
royzkingin,"Fashion & Music connoisseur | Creator, Creative director royzkingin@gmail.com | عبدالله جبريل",https://twitter.com/royzkingin,,"Lagos, Nigeria",330485
abati1990,"Journalist, Writer, Official Presidential Spokesperson, Nigeria, 2011-2015, Senior Research Associate, National Open University of Nigeria, TV Anchor, Arise TV",https://twitter.com/abati1990,,Nigeria,900709
Princeujay,"Member,#ObiDatti Presidential Campaign Council | a Pharmacist, a Medical Doctor. CEO 🌐 Ascofenergy.com 📧info@drumaruj.com linktr.ee/princeujay",https://twitter.com/Princeujay,http://www.drumaruj.com,"Abuja, Nigeria",26140
GeorgeAnagli,"| Doctor of Pharmacy | 0dade3 | Host: #RxWithDrGeorge | Immediate Past President @psf_ghana | For Business, Email : RxWithDrGeorge@gmail.com |",https://twitter.com/GeorgeAnagli,,Ghana,54498
ruffydfire,"#Globalspeaker,#thoughtleader,Co host @Arisetv #Nigerian,#Mc,#Cofounder,#techenthusiast,podcast; anchor.fm/oseni-rufai @thisdaylive",https://twitter.com/ruffydfire,http://www.veonewsng.com,nigeria,545635
Maya_Ug_,"friendly , humble , 💞 God first, Queen of happiness  🤗and content creator",https://twitter.com/Maya_Ug_,,Uganda,37544
lydiaforson,Award Winning Actress|Writer|Activist Nothing Sexier than a CONFIDENT WOMAN email : contact@lydiaforson.com,https://twitter.com/lydiaforson,https://www.kinkymatters.com/,Ghana,703522
dammiedammie35,"Hey are for horses,try Hi or Hello |#MUFC|PSYCHOLOGIST| Brand Ambassador| We do Adverts, Campaigns and Promos too 🌝",https://twitter.com/dammiedammie35,https://www.instagram.com/dammiedammie/,Ibadan,193209
_JtAttah,"Official Twitter handle of Hon. Atta Achief|| HOR-Elect Eti Osa Federal Constituency|| Together, we can make Nigeria work again||",https://twitter.com/_JtAttah,http://Instagram.com/jt.atta,"Lagos, Nigeria",19145
Odumodublvck_,GRIME & OKPOROKO PIONEER AFRICA. ARTIST/REVOLUTIONARY/CONTENT CREATOR. AUDIO LINK TO “PICANTO”,https://twitter.com/Odumodublvck_,https://ingrv.es/picanto-nn2-t?fbclid=PAAabijhlykvoS2g-gJIZXr2ckFsxvn4LrV0WTTl61deHg11QL7xI_bpOe_t4,"Abuja, Nigeria",25484
ayshertoo_muhd,I’m simply me..a girl living her life the way it should be.. Alhamdulillah ala kulli haal ❤️,https://twitter.com/ayshertoo_muhd,,Nigeria,10864
Bedezeugo,"| #Obidient 💯 | Entrepreneur | CEO @Zugotech | founder, BUILD: Bottom Up Innovation for Local Development | Founder, #BridgeNotBarrier Initiative |",https://twitter.com/Bedezeugo,http://www.zugotech-labs.com,Nigeria,15643
KneWKeeD,Tech Content Creator • Mildly obsessed with smartphones • Mr. Etiquette🤵🏽• Knewkeed on Instagram • ✉️ info@knewkeed.com,https://twitter.com/KneWKeeD,http://www.youtube.com/EricOkafor,Nigeria,68305
ObiDientTvHQ,Official account of Obidient TV. Dedicated to providing creative media support for the #ObiDatti2023 Presidential Campaign. 📧 obidient.media@gmail.com,https://twitter.com/ObiDientTvHQ,http://youtube.com/ObiDientTV,Abuja,54986
inecnigeria,Independent National Electoral Commission Hotline: 0700-CALL-INEC i.e. 070022554632 | Email: iccc@inec.gov.ng | Instagram: Instagram.com/INECNigeria,https://twitter.com/inecnigeria,http://www.inecnigeria.org,Nigeria,2765468
KobbyKyei_,Ghanaian Blogger|Interviews|Socia-Issues|Fan Of God|Impact|Trumpeter| +233240213333| Interviews | Email : KobbyKyei40@gmail.Com,https://twitter.com/KobbyKyei_,http://www.KobbyKyeiNews.Com,TEMA/ WEST AFRICA/GHANA.,292904
justsociety4all,"NGO:United Action For Women and Youths Org. Member: Civil Liberty Organization & Civil Society Organization. Leave No Child Behind, Widows Justice/ Empowerments",https://twitter.com/justsociety4all,https://www.uaforway.org.ng/,Nigeria,20457
falzthebahdguy,"Recording and Performing Artiste, Actor & All Round Entertainer. For Bookings & enquiries contact @Femisoro on +234-8157873242 or email bahdguys@gmail.com",https://twitter.com/falzthebahdguy,http://www.facebook.com/profile.php?id=284202968&ref=name,Lagos Nigeria,2977394
ms_hanie,Artist ʕ•ᴥ•ʔ • hijarbie creator (@hijarbiefashion)• Head of Content @values_co•instagram.com/muslimahanie • superrare.com/haneefah•I tweet a lot•,https://twitter.com/ms_hanie,http://haneefahadam.com,Nigeria,12360
Debbybruno3,Actor - Historian - Joggers/Hoodie plug - Football ❤️Messi🐐 .. #CFC💙⚽,https://twitter.com/Debbybruno3,,"Lagos,Nigeria",16644
HEBobiwine,"One Ghetto child who has something to say through Music. Ugandan artiste, activist and leader of the National Unity Platform. Former MP, Parliament of Uganda.",https://twitter.com/HEBobiwine,http://www.bobiwine.ug,Uganda,1997523
_Timini,"Nobody cares, work harder! #TFAA2019 Best Actor #AMVCA7 Best Actor in a Drama | #WatchTimini #Elevatorbaby",https://twitter.com/_Timini,https://youtu.be/AYrgZA7rDMg,"Lagos, Nigeria",158189
alabiopeyemiola,|WEB DEVELOPER ● SDGs ADVOCATE ●CAR DEALER●COMPUTER DEALER●APC MEMBER ● MEDIA CONSULTANT ● Farmer●POLITICIAN ● TECHI |,https://twitter.com/alabiopeyemiola,https://alabiopeyemi.com,"Lagos, Nigeria",49349
AyoBankole,Building @FedhaGap to solve supply chain & liquidity problems for SMEs through invoice factoring | Strategy Lead at @ConsultCaladium | Convener @LagoSMEbootcamp,https://twitter.com/AyoBankole,http://www.ayobankole.com,"Lagos, Nigeria",69181
DrJoeAbah,"Grandfather. Governance & Institutions. Author of #NigeriansInTheory, #NaijaKnowledgeX Retweets are only to encourage debate. Views are mine, not my employer’s.",https://twitter.com/DrJoeAbah,http://joeabah.com,"Abuja, Nigeria",693472
moodewji,"President, @MeTL_Group || Founder, @DewjiFoundation || President, @SimbaSCTanzania #Hoya",https://twitter.com/moodewji,,Africa,1861491
PeterObi,"Former Governor, Anambra State. LP Presidential Candidate, 2023. Tweets by him are signed -PO.",https://twitter.com/PeterObi,http://obidatticampaign.com,Nigeria,3364989
kobokolaugh,RADIO HOST 📻: @fadfm931 EventHost// Comedian//HypeMan//Influencer// Social Media Strategist//Content Creator.. ☎️: 08131163271.. 📧:kobokolaugh@gmail.com,https://twitter.com/kobokolaugh,http://bigbronetwork.com,"Lagos, Nigeria",21447
nengiofficial,"THE BLUEPRINT | CEO @ShoesByFlora | SSA, Bayelsa State Govt | Ninjas| Enquiries: nengihampson@yahoo.com IG : @nengiofficial",https://twitter.com/nengiofficial,https://instagram.com/nengiofficial?igshid=kad9o906mv8a,Nigeria,919507
MuchTalksBlog1,CEO • #MuchTalksMedia • |Blogger |Media Activist |Peter Obi Soldier |Proudly Igbo |@ManUtd |Nwafor Anambra | #Old_Account_Suspended |DM 4 Advert,https://twitter.com/MuchTalksBlog1,http://muchtalks.blogspot.com,Ibadan,22008
wildeyeq,"PR. Impact Relations. Creating meaningful stories that engage, excite & influence @carpediemngr | Pre-seed Billionaire.",https://twitter.com/wildeyeq,http://www.carpediemng.com,Nigeria,13339
iamadunniade,Film Maker | Actor| bookadunni@gmail.com | louellenclaracompany@gmail.com,https://twitter.com/iamadunniade,http://www.adunniade.com,"Lagos, Nigeria",60934
gimbakakanda,"Navigating Dadhood |@LSENews alum |@uiowa IWP alum |Opinion contributor, @AJEnglish |Columnist, @Daily_trust (Wednesday) |Editorial Board Member, @THISDAYLIVE.",https://twitter.com/gimbakakanda,https://dailytrust.com/author/gimba-kakanda/,"Abuja, Nigeria",217600
kingsleypst,"Africa’s Foremost Family Life and Relationship Coach | Infidelity Recovery Specialist | Best Selling Author | Global Speaker 
Senior Pastor @dcclagos @dccisland",https://twitter.com/kingsleypst,https://linktr.ee/KingsleyOkonkwo,"Lekki, Nigeria",107795
Fswglory,"🎙YouTube Content Creator 📌68Milion Views | 270k+ Subs 📌The ANALYST of Reality Tv Shows, Movies #BbTitans #RHOAbuja",https://twitter.com/Fswglory,https://youtube.com/@FranklySpeakingwithGloryElijah,Nigeria,29620
mopres08,Free Soul // Passionate about tourism and influencing //Camping tents⛺️ for hire.. Call 0700703462 …… Gods Favorite ❤️,https://twitter.com/mopres08,http://www.azas-safarisuganda.com,Uganda,25641
AbiyAhmedAli,Prime Minister of the Federal Democratic Republic of Ethiopia,https://twitter.com/AbiyAhmedAli,https://www.pmo.gov.et,Ethiopia,1448543
nathanielblow,Authentic Jesus lover. Husband. Father. Music Minister. Nigerian.,https://twitter.com/nathanielblow,http://nathanielbassey.net,"Lagos, Nigeria",1424002
KvngWhillz,Heavy is the head that wears the crown 👑 || Wallpaper plug 🔌 || Ads & Promos: wechoda@gmail.com 📩|| Checkout my tweets: bit.ly/kvngwhillztwee…,https://twitter.com/KvngWhillz,https://t.me/KwWallpaperz,"Abuja, Nigeria",32002
DouglasLwangaUg,"Multiple Award-winning Television Host @NbsTV | Founder & Philanthropist @skillsklinic, Event Host @purplepartyug Brand Ambasador & Influencer",https://twitter.com/DouglasLwangaUg,https://nbs.ug/team/Douglas-Lwanga/,Uganda,797402
Pengpappi_xo,"Husband, Entrepreneur, President, Peng Group NG, Owner of @pengprint @pengphones | Versatile in Nature, Peng in Everything.",https://twitter.com/Pengpappi_xo,https://www.instagram.com/pengpappi,"Kaduna, Nigeria",40724
KigaBae2,"Go social with KigaBae, social media influencer, content creator, digital moma 
DM for business",https://twitter.com/KigaBae2,,Uganda,68790
MoghaluKingsley,"President, @IGETAfrica . CEO, Sogato Strategies. Former:Deputy Gov @cenbank Prof @FletcherSchool  @UN Official. Ifekaego of Nnewi Kingdom. Husband. Father.",https://twitter.com/MoghaluKingsley,http://www.kingsleymoghalu.com,Nigeria,297964
london_Akan,king of 2 odds/content creator//gambler//politics//peter Obi FC||_//strictly sports betting||hypeman in disguise ||bet ambassador,https://twitter.com/london_Akan,,"Abuja, Nigeria",65002
KagutaMuseveni,President of the Republic of Uganda,https://twitter.com/KagutaMuseveni,http://www.yowerikmuseveni.com,Uganda,3034289
Abdulilu1,Follow me and I will supply evrthng u need.. Cool Muslim veery simple. 4his type.. Addicted wit Dalimon,https://twitter.com/Abdulilu1,,Kaduna,29981
AAdeleke_01,"Official Twitter Page Of The Executive Governor Of Osun State H.E, Senator Ademola Nurudeen Adeleke.",https://twitter.com/AAdeleke_01,,"Osun, Nigeria",178675
BamaiyiDanladi,"A Nigerian Street Artist And Peace Activist ☮️🕊️ARTIST OF THE YEAR: Kaduna Political Awards. I Paint To Express My Feelings, Thoughts, And Ideas...☎07062273070",https://twitter.com/BamaiyiDanladi,https://www.youtube.com/@bamaiyidanladiart,Nigeria,10791
ZiggMadison,founder @dietoselfx // R.I.P. Momma 🕊🌹❤️‍🩹 1/3/64 - 2/2/21,https://twitter.com/ZiggMadison,https://distrokid.com/hyperfollow/ziggmadison/acts-238-2,VA,15933
modola_,"Dreams indeed, do come true; mine would. ACTOR  Catch me on Instagram, @modola_",https://twitter.com/modola_,https://www.youtube.com/@modolaosifuwa,"Lagos, Nigeria",13181
fagalex67,"FA 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧 LICENSED FOOTBALL AGENT. CEO 👨‍💼 ALEXZY POLSKA TECHNOLOGY Phones, Laptops & Gadgets Dealer. suite 116 foramot plaza CV ikeja Lagos",https://twitter.com/fagalex67,https://alexzypolska.quickqart.com,"Lagos, Nigeria",40342
Apostleorokpo,"Official Twitter handle for Apostle Michael Orokpo, President Encounter Jesus Ministries Int'l.",https://twitter.com/Apostleorokpo,http://www.orokpomichael.com/,"Abuja, Nigeria",44059
22betNaija,Official Twitter of 22BET in Naija🙌   All Naija sports news ⚽ Official Betting Partner - Kwara United FC⚽🤝 Support: support-en@22bet.com,https://twitter.com/22betNaija,https://bit.ly/3RWYVb9,Nigeria,18981
IsmaeelAhmedB,"A Die-Hard Nigerian. Fulani ancestry. Hausa by Language. From Kano. A Progressive. APC Chieftain. Lawyer by profession, Poverty Alleviation Advocate.",https://twitter.com/IsmaeelAhmedB,http://www.ismaeelahmed.com,"Abuja, Nigeria",66732
oluwadolarz__,Skit Maker & Actor 🎬,https://twitter.com/oluwadolarz__,,Nigeria,53432
emalexxconcept,"Influencer ¶ Educationist ¶Blogger ¶ Cruise ¶FB: @teleblognaija ¶ IG/tiktok: @emalexxconcept ¶ Business acct:  @greatzarah 
DM for advert, campaign & promotions",https://twitter.com/emalexxconcept,http://www.skilo9ja.blogspot.com,nigeria ogun state,18009
Pres_Adebayo,"Social Democratic Party (SDP) Presidential Candidate ‘23 Lawyer, entrepreneur and philanthropist. Set to rebuild Nigeria and restore hope to all Nigerians.",https://twitter.com/Pres_Adebayo,https://youtu.be/BvX8MKu9xSw,Nigeria,12966
theglobaltemi,Climate Edu & Comms | Founder @ecochampionsng @climatedfellows | 🧑‍🎓 @cheveningfcdo |SDG4 Youth @UNESCO | GYA @theirworld | Youth Leader @gpforeducation,https://twitter.com/theglobaltemi,http://ecochampions.ng,Nigeria,31240
norbertmao,"Currently the President of the Democratic Party, Norbert Mao seeks to lead Uganda into a united, democratic, peaceful and prosperous nation. He is a lawyer.",https://twitter.com/norbertmao,http://www.norbertmao.org,"Gulu, Uganda",424401
fatimatukr,Twitter Account of Wife of the APC Gubernatorial Candidate of Katsina State || Founder Pledging Aid Charity Foundation (PAC-F),https://twitter.com/fatimatukr,https://www.instagram.com/fatima__tukur__dikko,"Katsina, Nigeria",16536
YeleSowore,2023 Presidential candidate of the African Action Congress (AAC) with a radical agenda to pull Nigeria out of the doldrums.,https://twitter.com/YeleSowore,http://sowore2023.org,Nigeria,908660
AnnataliaO,Broadcaster @nbstv and @sanyukatv companies of @nextmediaug | #SanyukaBigendaBitya | #AmasengejjeExtra | Events host | MC,https://twitter.com/AnnataliaO,https://nbs.ug/team/annet-nambooze/,Uganda,28504
honfaleke,"Official Twitter account of Rt. Hon Faleke, Member of House of Representatives; Ikeja Federal Constituency and Chairman House committee on Finance",https://twitter.com/honfaleke,,"Ikeja, Nigeria",11118
blaqboi_vic,Official account of BLAQBOI | BIG BROTHER TITANS HOUSEMATE | Visual Content Creator | Fashion Model | Actor | Gamer | BEST IN ‘PLAY PLAY’ @TheBlaqNation 👁️‍🗨️,https://twitter.com/blaqboi_vic,https://linktr.ee/blaqboi_vic,Nigeria,22628
GarShehu,"Official Spokesperson to the President of the Federal Republic of Nigeria 🇳🇬, President @MBuhari (SSA, Media & Publicity).",https://twitter.com/GarShehu,http://www.statehouse.gov.ng,"Abuja, Nigeria",1535178
KanayoOKanayo,Official Twitter Account | Actor. Attorney. Author | Personal Tweets are signed - KOK,https://twitter.com/KanayoOKanayo,https://youtube.com/channel/UCm0KZvpCmZC7Jcc9OofIdRQ,Nigeria,75283
ProfIsaPantami,Nigeria's Minister of Digital Economy | Prof. of #Cybersecurity | 1st African Fellow of CIISec UK | Chair #WSIS 2022 | 4th DG of NITDA | FBCS | PhD | Author |,https://twitter.com/ProfIsaPantami,http://isaalipantami.com,"Gombe, Nigeria",759931
officialABAT,President-elect of the Federal Republic of Nigeria 🇳🇬,https://twitter.com/officialABAT,,Nigeria,1806482
OlawuO,😊Peaceful and humble! CHELSEA THOROUGHLY💙.CEO @OEseentials Skincare Goddess 🌸🌸.Skinpreneur 🧖‍♀️ ready 2 hit the skincare market with a bang💥,https://twitter.com/OlawuO,,"Lagos, Nigeria",38209
S_OkudzetoAblak,"Pan-Africanist|Proud Ghanaian🇬🇭|Former Deputy Minister for Education&Information|Member of Parliament, North Tongu|Ranking Member, Commitee on Foreign Affairs",https://twitter.com/S_OkudzetoAblak,http://okudzetoablakwa.com,Ghana,266961
UNDPNigeria,"In Nigeria, @UNDP supports the Government of Nigeria in meeting its long term development aspirations - working with partners at Federal & State levels.",https://twitter.com/UNDPNigeria,http://www.ng.undp.org,Nigeria,57834
dikko_radda,"Katsina State APC Governorship Candidate, Former Director General, Small and Medium Enterprises Development Agency of Nigeria.",https://twitter.com/dikko_radda,http://dikkoradda.com/,"Abuja, Nigeria",38588
ifedioku,Writer. Doctor. Terrible texter.,https://twitter.com/ifedioku,https://kalaharireview.com/the-paper-life-cb838d8d6c8a,"Lagos, Nigeria",109594
pdanielolawande,"Convener of the Global Young Ministers Retreat @ymrglobal, Lead pastor @rccgtheenvoys, husband of @nifemidolawande, RCCG Youth Evangelist, Revivalist.",https://twitter.com/pdanielolawande,https://mainstack.me/pdanielolawande,"Lagos, Nigeria",108504
jay_onair,"Media Presenter | Content Creator | Event Host | On-air: @885_ufm (Mondays-Fridays,11am-4pm) | IG/Tiktok: @jay_onair",https://twitter.com/jay_onair,https://youtube.com/channel/UCsTENPa13UvW0D7HvXQ_DZQ,"Lagos, Nigeria",25441
berlamundi,"◾️Broadcaster◾️PR Consultant ◾️Brand Ambassador ◾️Founder, The B.YouProject ◾️Let’s do business : berlaaddardey@gmail.com",https://twitter.com/berlamundi,https://byou.link/go,Ghana,860338
tosinolaseinde,Founder & CEO @themoneyafrica @getladda @moneyafricakids Linked In Top Voices Finance & Economy 2020. Seedstars 2020 ODX1.,https://twitter.com/tosinolaseinde,http://www.themoneyafrica.com,"Lagos, Nigeria.",131448
rev_yinkayusuf,"This is the official Twitter page for Rev Yinka Yusuf, President Love for all nations ministries and lead pastor Household of Love Churches worldwide.",https://twitter.com/rev_yinkayusuf,https://youtube.com/channel/UCzYlhKTefX8mcshChzztdZg,"Lagos, Nigeria",41827
teejay__ahmad,The impossible dream | Man united ❤| Economist | Photographer📸 |Main account at 78k+ suspended💔,https://twitter.com/teejay__ahmad,,"Kano, Nigeria",24102
TWEETORACLE,"Award Winning Influencer | #BBTitans Commentary | #Kforce & #TBanger Icon| Twitter Space Host | Hard core OBIdient | Founder & CEO, AURACOOL DIGITAL MEDIA",https://twitter.com/TWEETORACLE,http://auracooldigital.com,Lagos,340915
praisejohnn,model/creator/young influencer …yes it’s praise John 😙😍,https://twitter.com/praisejohnn,http://Instagram.com/praisejohnn,"Lagos, Nigeria",81936
opebanwo,"Attorney, Business Solutions Specialist and Tech Founder of GistHouse Audio Drop-In App; Mobimatic; 360Apps; Designa; Funnel360; Churchio and other software.",https://twitter.com/opebanwo,https://www.Gisthouse.com,"Lagos, Nigeria",35763
DaniellaUPeters,OFFICIAL ACCOUNT #BBNaija S7 FINALIST • Poet | Host/Compere | Actress | Creative #FireGirl | FP: @DynamitesHub 📧 for bookings: info@modgnikmanagement.com,https://twitter.com/DaniellaUPeters,https://linktr.ee/daniellapeters_official,"Lagos, Nigeria",57138
busiwakho,"uNdlela kaSompisi🤝  

Don't DM me, nginebele elilodwa nalo alisebenzi kahle 🤷‍♀️",https://twitter.com/busiwakho,,JHB South,11673
chef_amakaa,Naija Fusion Chef | Hospitality Enthusiast | Healthy Lifestyle Enthusiast | Food Content Creator | Owner @kathryns_spoon | Convener #ChowWithAmaka | Phil 4:13,https://twitter.com/chef_amakaa,https://linktr.ee/Chef_Amakaa,Nigeria,105776
BolajiBillionss,Founder of The Social Media Haven community @TheSMHaven 6000+ members currently on telegram. I teach about content creation and everything social media,https://twitter.com/BolajiBillionss,https://pensight.com/x/thesocialmediaoga,Nigeria,10193
Yaw_Ampofo_,Research Assistant || Sports Journalist || The African game⚽🗣️✍️ ✉️YawAmpofojr@gmail.com,https://twitter.com/Yaw_Ampofo_,https://www.facebook.com/Yawampofoj,Africa,28088
mrbayoa1,"Co-Founder Thruways Realty, Sport lover and a serial winner in Football Betting. Don’t play games you don’t understand.",https://twitter.com/mrbayoa1,,"Lagos, Nigeria",891723
_Oluchy,Content Creator| Brand Promoter| Social Media Marketer | Footwear Designer | for ads and promo email oluchiogbuji07@gmail.com | #MUFC,https://twitter.com/_Oluchy,https://www.amazon.com/Titi-Nnamdi-Ogbuji-ebook/dp/B0BSXM4YXW/ref=mp_s_a_1_1?keywords=Titi+by+Nnamdi,Owerri,11575
jayberete,Content Creator || Digital Marketer || Bookings: judemoasaberete@gmail.com,https://twitter.com/jayberete,https://m.youtube.com/watch?v=0d8813ttHzU&t=0s&index=2&list=PLJPIDmfnerbQkedNdirQtSJ7oBam1VSLn,GHANA,26618
rexxiepondabeat,Grammy Boy🥇| A TRUE CHAMPION 🏆| #pondit #KPK,https://twitter.com/rexxiepondabeat,https://africori.to/atruechampion,AFRICA,315982
UtomiPat,"A lover of humanity, a teacher and business man and most importantly a family man who believes passionately in Nigeria",https://twitter.com/UtomiPat,http://facebook.com/utomi,"Lagos, Nigeria",457604
NAkufoAddo,"Official Twitter account of Nana Addo Dankwa Akufo-Addo, President of the Republic of Ghana.",https://twitter.com/NAkufoAddo,http://nanaakufoaddo.org,Ghana,2551205
CNWAOKOBIAJNR,"Convener COUNTRYFIRST MOVT./A Lawyer, P.R Consultant & A Columnist/Member LP-PCC/Director Public Affairs & Lead Spokesperson BIG TENT//LOVE is My RELIGION❤️🇳🇬",https://twitter.com/CNWAOKOBIAJNR,http://Countryfirstng.org,"Abuja, Nigeria",24319
apet_modella,"OFFICIAL TWITTER ACCOUNT FOR MODELLA, BBNAIJA S7 HOUSEMATE |Brand influencer| Model👑 |Content creator| #Mogeng Ⓜ️",https://twitter.com/apet_modella,https://linktr.ee/modella_,"Lagos, Nigeria",97446
DrPaulEnenche,"Official handle of Dr Paul Enenche, the Senior Pastor of Dunamis International Gospel Centre, Abuja, Nigeria. Join our Live Services @ dunamis.tv",https://twitter.com/DrPaulEnenche,http://drpaulenenche.org,"Abuja, Nigeria",469288
MOGBeatz,Record Producer & Composer: ✆ +233558748823 / +447716509449 📧 mgmt@mogbeatz.com,https://twitter.com/MOGBeatz,,🌍,100484
Oreoluwa_Finnih,"Senior Special Assistant to @jidesanwoolu on Health. A Public Health Advocate, Public Administrator and proudly of Lagos.",https://twitter.com/Oreoluwa_Finnih,,"Lagos, Nigeria",13995
JC_Ogor,co founder @paywdev . he who has the gold makes the rules.,https://twitter.com/JC_Ogor,http://Paywdev.org,"Abuja, Nigeria",14580
OselokaHObaze,Ex-FSO | Ex-#UN | Ex-SSG | Administrator | Mentor |Author |Influencer | Problem Solver | Anambra PDP Guber Candidate 2017 |Laborite & Obi-Datti Campaign Manager,https://twitter.com/OselokaHObaze,http://oho.ng,"Anambra, Nigeria",137888
pastorpoju,Senior Pastor The Covenant Nation and Convener The Platform Nigeria. insightsforliving.org/audio-livestre…,https://twitter.com/pastorpoju,http://www.pojuoyemade.com,"Lagos, Nigeria",851706
NaijaFlyingDr,"Founder: @HealthCapAfrica Director: @GreenTreeInvco, @FlyingDoctorsNG  | Featured: CNN, CNBC, Arise | Bridging the gap between healthcare and finance",https://twitter.com/NaijaFlyingDr,,LAGOS,210999
QueenAkpan_,Frontend Developer(ReactJs)|Technical Writer||Slack channel manager @empowerhercom|Dancer|God First| 🇳🇬 Sharing my tech journey here till I retire✌️,https://twitter.com/QueenAkpan_,https://github.com/TechSis01,Nigeria,10148
UfuomaStephenie,"An Advocate of Good Governance//
Social activists//Political analyst. #Space Host #TheLadiesRoundTable 10pm every Wednesday. #OBiDatti2023",https://twitter.com/UfuomaStephenie,http://www.google.com,Nigeria,11181
ModestTeacher,"Helping to improve education one snarky tweet at a time. For really insightful, political takes follow me at @TheModestPol.",https://twitter.com/ModestTeacher,,A school near you,25703
MedlynnB,"✨🥂 beauty influencer/content creator ,sc:Babymedos , ig:Medlynn_benstowe",https://twitter.com/MedlynnB,https://youtube.com/channel/UCykWpdIj1MXX3pbsGnPXTAw,"Lagos, Nigeria",27817
Drmopaul,"President, YELL OUT Nigeria. Founder, Raising Consciousness. Convener, Countering Violent Extremism. GM, @simplypoetryng. LP-PCC, Mobilization/Compere",https://twitter.com/Drmopaul,http://dr-mo.com.ng,"abuja, nigeria",30596
Dawa911,"We are here to serve humanity, fight for good governance with impartiality as a guide.
Dont neglect competence over selfishness.
Ex-ToiletWasher",https://twitter.com/Dawa911,,Lagos,17573
dansatty,Doctoring Geography|AutoCare @Exalcltd|GIS @geognostconsult |Retail Fuels Analyst|Data Analyst|QA/Software Tester|Culer|,https://twitter.com/dansatty,https://www.linkedin.com/in/dansatty,Nigeria,42116
SuperSportTV,Join your World of Champions for all the latest sports news & updates,https://twitter.com/SuperSportTV,http://www.supersport.com,Africa,3179787
Ada0lisa,"Head Turner. HR 👩🏽‍💻 ,Social Media and Comms. I write sometimes and I do podcast sometimes. Podcast Host- anchor.fm/feminineconfes…",https://twitter.com/Ada0lisa,https://www.instagram.com/ada.0lisa,"Lagos, Nigeria",13731
