Username,Bio,profile URL,Location,Websites
macomoroni,artist | https://t.co/qos620n2hv | creator of creeptures 👾 | punk #8892,https://twitter.com/macomoroni,,https://t.co/dGtBgdKU8j
johnlindquist,"the number in my name used to represent script kit installs, now it's stuck thanks to twitter blue🤓 ⇨https://t.co/ahlrfd5tn0 creator ⇨https://t.co/f6cica3lf1 co-founder",https://twitter.com/johnlindquist,home,https://t.co/NmYhgToLZv
lmoroney,"ai lead at google // teacher of millions // author of best selling ai books https://t.co/7auzxg0w6z // creator of stargate-ai // sci fi comic, book and movie author",https://twitter.com/lmoroney,sammamish,https://t.co/JE6Apqq23s
StarMarine614,"games @retroshrimp | creator @ https://t.co/owhcxx3i1i & https://t.co/mmoost0vcl | creator of skate park, dog, roblox point",https://twitter.com/StarMarine614,"orlando, fl",https://t.co/wJekDzWbBc
medus4_cdc,"artist, hacker, chaos consult. founder of badassarmy. dead cow cultee. @hackdotxxx graphix. @veilidnetwork muse. https://t.co/wgxzcvnrql creator. she/her. linktree⬇️",https://twitter.com/medus4_cdc,"huntsville, al",https://t.co/IiyDHthKhQ
stutterhug,"ssh, quietly making silent comics - https://t.co/xivsuurkbn
creator of hexvet 
ghost botherer and boxer dog obsessive.",https://twitter.com/stutterhug,"lost at sea, uk",https://t.co/LD76vQNvyQ
gkurkdjian,illustration - animation https://t.co/zaxqqghter… creator of the art webzine https://t.co/qgfk13rrrw rep. by @handsome_frank,https://twitter.com/gkurkdjian,"paris, france",https://t.co/NyMAJtgQ1L
ania_kubow,https://t.co/v1risfsdik + creator for non profit @freecodecamp 🤙code tips: https://t.co/8yoqrr6szd 🚀 my course + blockchain: https://t.co/mwr8gepqqv,https://twitter.com/ania_kubow,ldn uae pln t sgp,https://t.co/10uYKNuqEs
Pestily,twitch partner - https://t.co/1u1zcz2oji || youtube creator - https://t.co/p4nae88ldw || business inquiries: business@pestily.com,https://twitter.com/Pestily,australia,https://t.co/JVgbDzOcSd
CryptoDickbutts,"🍆🍑 𝓒𝓻𝔂𝓹𝓽𝓸𝓓𝓲𝓬𝓴𝓫𝓾𝓽𝓽𝓼 
cc0 
https://t.co/xtg5b9ykzm 
https://t.co/vzh57pmjs7
creator @whoaslowbro",https://twitter.com/CryptoDickbutts,,https://t.co/RgY6Ye10Pb
ConvexityMaven,"the https://t.co/imrn8enhe9;  
creator of the $move index and $pfix etf;
managing partner at https://t.co/tmnhsnre29;  publisher of a (free) commentary",https://twitter.com/ConvexityMaven,"laguna beach, ca",https://t.co/2SKCBrK1lx
GassyMexican,"streamer, yt'er, voice actor = me https://t.co/homf3hlwyv | epic creator code 'gassymexican' | sponsored by @originpc | business inq gassymexican@fenixdown.co",https://twitter.com/GassyMexican,austin tx,https://t.co/uAeO4zNb88
javinpaul,"blogger - https://t.co/dovkv5tkf0
creator - https://t.co/gyls4lf0po
instructor  - https://t.co/q2oasu8juz
website - https://t.co/bv1ycwzdc3
ytube - https://t.co/vs4wjwrhs6",https://twitter.com/javinpaul,"new york, usa",https://t.co/DoVkv5tkf0
Johnborn_,founder/creator of @goatgauds minting now at: https://t.co/jxquobisj7 • creator • r0xstar • artist • musician,https://twitter.com/Johnborn_,"los angeles, ca",https://t.co/wsxydJ1RaN
lanadenina,artist playing with people’s hearts 🫀 https://t.co/ig3hg9zxmy creator of @themonalana ||https://t.co/kltaswmxaw,https://twitter.com/lanadenina,somewhere cute,https://t.co/HKcpx4Q0B7
LexMobileGaming,"gaming enthusiast and creator.

code lex: https://t.co/vdgvilmsot

content creator for @tribegaming",https://twitter.com/LexMobileGaming,"oklahoma city, ok, united stat",https://t.co/pKAx29IvTo
GhostNinja,🇷🇸 youtuber 4m subs 🇺🇸 | follow 👉 https://t.co/nscm33xphh | content creator @wearedoomclan 🔥 ghostninja@bavamedia.com 📩,https://twitter.com/GhostNinja,"milwaukee, wi",https://t.co/xzd4jCdjNy
Twyman,trevor • 25 • https://t.co/o0sdcs5d6m • creator for @karnageclan • owner @23crowns👑 • twymanbusiness@gmail.com,https://twitter.com/Twyman,"california, usa",https://t.co/vkY0QuSG2r
alexbdebrie,"💻 independent consultant

⭐️ aws data hero

📖 author of https://t.co/0ayaet9ixz. creator of https://t.co/trxy6t5a0w

⚡️ ex-@goserverless, @hudlengineering 

✉️  dm's open!",https://twitter.com/alexbdebrie,"omaha, ne",https://t.co/JVZMZKzsGr
debbiesiebers,creator of body dynamix https://t.co/eldkui9yer creator of slim in 6 https://t.co/ebjidzxtkx,https://twitter.com/debbiesiebers,"denver, co",https://t.co/m0rorCxLfx
amandacstein,"montrealer 🇨🇦 | 🎥 #njdevils lead reporter, https://t.co/kcztpkmp14 / content creator / associate producer | ✍🏻yes, it's my handwriting | fun aunt |",https://twitter.com/amandacstein,"new jersey, usa",https://t.co/GgD4WfWb1J
RobbieRichMktg,"marketing director, speaker, blogger @ https://t.co/lmhxq1ti1s. creator of the seo playbook training program. #seo for #saas companies at https://t.co/era2dp9axs.",https://twitter.com/RobbieRichMktg,"boise, idaho",https://t.co/BFk5sOdgnH
0xQduaty,"ceo of synapse network,
coo of api-verse,
https://t.co/7pelqx4x8b ambassador,
multi-entrepreneur, 
startup mentor and advisor

qduaty.eth

#snp
#btc
#cro",https://twitter.com/0xQduaty,"doncaster, england",https://t.co/N0eA7OtE7J
gianfrancocont9,"speaker,trainer,best-selling author, ‘breaking the sound barrier’, etc.; sentence builders book series; tes award winner; ceo https://t.co/icwqrsnbcq; creator #epi",https://twitter.com/gianfrancocont9,"kuala lumpur, malaysia",https://t.co/BV4U25IklE
sixfoot_ant,"aussie illustrator and writer
where to find me:  https://t.co/jx9unqh1tb
creator of the loyal ones universe | https://t.co/r2ecyeje7i",https://twitter.com/sixfoot_ant,sydney,https://t.co/1LrAOtaSWq
Repullze,https://t.co/7gspbdiiae | content creator for @complexity | business: joowon@thekinetic.co | use code “repullze” for 10% off @battlebeaver,https://twitter.com/Repullze,"texas, usa",https://t.co/cHmy5w1mCm
AbbieSomeone,personal account. former ceo of https://t.co/dxkpqesm6z. creator of rehome. co-author of total dog manual & total cat manual. she/her.,https://twitter.com/AbbieSomeone,,https://t.co/SzYOb1GpVG
mae_1031_,pixel artist📮 | superrare ▶︎ https://t.co/sgribtfvom | @droolsandpixels creator (fullonchain-pixelart),https://twitter.com/mae_1031_,tokyo🇯🇵,https://t.co/EtuC7uH11e
metaqueensclub,nft mecca for wellness & financial freedom in web2/web3 https://t.co/k7mixmuflu ig: https://t.co/egzitsq4qt creator @mayanickseth,https://twitter.com/metaqueensclub,"dubai, united arab emirates",https://t.co/MJ3bGmLLlz
Lourlo,pro league of legends player of 7+ years | 24 | streaming daily https://t.co/enbuhogza6 content creator @teamliquid | business email: teamlourlo@unitedtalent,https://twitter.com/Lourlo,"los angeles, ca",https://t.co/q4LXmbUJu4
gemrekripto,"founder of https://t.co/rbhjh0w1ki, board member of #hebys, #crypto ve #bitcoin trader 📈📉, #gem avcısı 💎 #nft collector 🌎 yatırım tavsiyesi içermez.",https://twitter.com/gemrekripto,i̇stanbul,https://t.co/BkNGdEtZO1
nayzek,"entrepreneur, traveler, foodie and street art lover. founder of @tedxcarthage, https://t.co/ae3bk8sk6d, https://t.co/h7nbckouui, mubadirat, https://t.co/gocg7epwfc @cogite_tn, board member of ftpd",https://twitter.com/nayzek,"tunis, tunisia",https://t.co/6HzqafOdgF
alejandrotrojas,head of research and content @enigmalabs | board member @explorescu | @openmindstv | science advocate. submit sightings here: https://t.co/bhowsd1eza thx 🙏,https://twitter.com/alejandrotrojas,"cardiff by the sea, ca",https://t.co/HKyZY9aT6W
tapansinghel,"md & ceo at bajaj allianz general insurance co. ltd. | chairman, gi council | chairman, cii national committee on insurance and pensions | board member, iirm",https://twitter.com/tapansinghel,pune,https://t.co/1f3LHIWUOl
simonkigondu,obstetrician gynecologist | health advocate | ceo excella healthcare | board member amnestykenya |husband | dad | kma president | https://t.co/audd0okfwd,https://twitter.com/simonkigondu,"excella healthcare, kma centre",https://t.co/Cmrhjyrjow
keancipriano,co chairman / ceo of oc records,https://twitter.com/keancipriano,,https://t.co/32kzsavKiH
robertwolf32,ceo 32advisors https://t.co/rp4up9aofh / chairman https://t.co/rkhcdgnrv7 / exec board @obamafoundation  / fmr ceo ubs americas/ #foxnews contributor,https://twitter.com/robertwolf32,,
SShabbarZaidi,"partner: syed shabbar zaidi & co; former senior partner a f ferguson & co;  former chairman federal board of revenue &  founder, karachi school of economics",https://twitter.com/SShabbarZaidi,shabbar@shabbarzaidi.com,
nabomita_smiles,"president's awardee #100women achiever by @ministrywcd ,founder https://t.co/dz74yi7lxs chairman @cimsmein @tedx speaker @forbes us #influencer #thoughtleader",https://twitter.com/nabomita_smiles,,https://t.co/FmxomPBgxA
baryamureeba,"2016 presidential candidate,uganda; chairman  ict consults, https://t.co/o3rze3suh3;chairman,board of directors,utamu,https://t.co/x09vpgpy4s;former vc,makerere university",https://twitter.com/baryamureeba,"kampala, uganda",https://t.co/0KiPfx19oO
brentlsaunders,"chair and ceo, bausch+lomb $blco; chair, the beauty health co $skin; former chairman & ceo of allergan plc.",https://twitter.com/brentlsaunders,"miami beach, fl",https://t.co/pLPVTxzqre
CoHedegaard,"fmr. eu commissioner for climate action. chairman of kr foundation, concito and oecd round table for sustainability",https://twitter.com/CoHedegaard,copenhagen | global,
ARIFQUR10278306,"journalist  rajouri j&k https://t.co/p5l9l20r8m /chairman /press club rajouri/

chairman /
himalayan social upliftment & skill development foundation",https://twitter.com/ARIFQUR10278306,rajouri (j&k),
muyangalutaaya,"ceo sml newsug,
host & producer of #onthesidelines, https://t.co/pv0ig30tuy  chairman kasangati aquaculture sacco",https://twitter.com/muyangalutaaya,"kampala, uganda",https://t.co/ziskxW2TaQ
Ghodran,"chairman of sgg co.
chairman and member of several boards & councils of  economic,manufactural,social,
sport,charity,education,
entertainment and media",https://twitter.com/Ghodran,al khobar,https://t.co/5tyyEtoNRW
AlbertBourla,chairman and ceo of @pfizer. father. 🇬🇷🇺🇸 working every day for breakthroughs that change patients’ lives.,https://twitter.com/AlbertBourla,"new york, ny",https://t.co/rszxgWrdM4
YuvalYoaz,"partner at karniel & co, chairman of @mishmardem & founder of @tlmisrael, legal commentator at @zmanisrael, teaches at @tau_law, anti-corruption activist",https://twitter.com/YuvalYoaz,"tel aviv, israel",https://t.co/pavqggnheu
saylor,#bitcoin is https://t.co/kbbye745r3 | $btc hodler | @microstrategy founder & chairman $mstr | @mit aerospace | bio https://t.co/9zlq0ohqyh | free education https://t.co/4l1s0iwzq6 | tweets are my own.,https://twitter.com/saylor,"miami beach, fl",https://t.co/OgF8IgNiDo
SSforPakistan,"chairman and ceo axact and @bolnetwork

works to win and care

win
https://t.co/ezjbmrcqhf
https://t.co/cmdrpesqif

care
https://t.co/l8qvbttpub
https://t.co/mwelz87oiv",https://twitter.com/SSforPakistan,,
angelbonet,founder & chairman impact co.mpany / chairman spain @unltd / fundación @hayderecho / author “companies that grow with soul”,https://twitter.com/angelbonet,madrid ✈ barcelona,https://t.co/LW4ZC7a69Q
Lord_Sugar,"chairman of amshold group, owner of @amscreen and amsprop. https://t.co/ebac0blbmz",https://twitter.com/Lord_Sugar,,
Kasparov63,"join rdi! @renew_democracy. chairman of the human rights foundation (@hrf). author, speaker, 13th world chess champion https://t.co/cmcdvmlxmi",https://twitter.com/Kasparov63,new york,https://t.co/3iaiRgRuQN
ysiu,chairman of animoca brands and generally excited to talk about true digital property rights! https://t.co/sxyigoxglo https://t.co/t1x92l0y4f ysiu.eth,https://twitter.com/ysiu,hong kong,https://t.co/56HkcQM2Xg
mitchthrower,"financier, entrepreneur, author & 22x ironman | founder & chairman https://t.co/gxofac8ieq | co-founder, active. com | chairman, la jolla foundation |",https://twitter.com/mitchthrower,la jolla | nyc | palo alto,https://t.co/dYxU5Rflbb
AndersFoghR,"founding chairman @rasmussenglobal. founder @aodemocracies. nato secretary general (2009-14), pm of denmark 🇩🇰 (2001-9) ig- https://t.co/gmeo1y4vhe…",https://twitter.com/AndersFoghR,copenhagen,https://t.co/KLBujhmE6x
leonidvolkov,chief of staff for alexey navalny // chairman @acf_int https://t.co/r6np6h8yun // начальник штаба алексея навального // основатель общества защиты интернета,https://twitter.com/leonidvolkov,russia,https://t.co/iwWUkAaGpW
rumeliobserver,"chairman @esi_eu. europe, human rights. european from the austrian alps. https://t.co/k6435uakoi. books: https://t.co/7qrajymzxo. https://t.co/tdsqd15j5w",https://twitter.com/rumeliobserver,,https://t.co/kAXgUohfZo
LukeJohnsonRCP,"luke johnson: chairman of https://t.co/v7kbnwe7y6, https://t.co/hexujrvuyg and https://t.co/8yrbfxvoeq",https://twitter.com/LukeJohnsonRCP,london,http://www.lukejohnson.org/
LeeMZeldin,"dad, husband, army reserve lt. colonel, & former @repleezeldin, all in to save our state & country. chairman of leadership america needs pac, https://t.co/rez8tuafld",https://twitter.com/LeeMZeldin,,
BrentBozell,"founder/president of media research center @newsbusters, @mrctv, @cnsnews, @freespeechamer. chairman of @foramerica. preorder my book: https://t.co/nf8tfn9fxd",https://twitter.com/BrentBozell,"reston, va",
leezeldin,"dad, husband, army reserve lt. colonel, & former u.s. congressman, all in to save our state & country. chairman of leadership america needs pac, https://t.co/0kqwkagmjp",https://twitter.com/leezeldin,"shirley, l.i., n.y.",
SanfordBishop,proudly representing georgia's 2nd congressional district. chairman of house appropriations subcommittee on agriculture  https://t.co/gqh6pvyihy,https://twitter.com/SanfordBishop,georgia 2nd cd & washington dc,http://t.co/ozJucyCFUb
jasonwstein,founder/managing partner @ https://t.co/v03ot9gpap. board director @athleticgreens @hyperice @transmit. special advisor @makespringhill. chairman @fos.,https://twitter.com/jasonwstein,,https://t.co/V03Ot9GpAP
LewisMoody7,"dad, husband, adventurer and ww1 enthusiast. chairman @mdsrugby and co founder @lewismoodyfdn . rugby lover. @esportif @landrover_uk @bremont @pol_roger",https://twitter.com/LewisMoody7,boa,https://t.co/ocgrhVHTb2
MYaskhi,campaign committee chairman  @inctelangana | lawyer | former deputy chief whip (cpp) lok sabha | https://t.co/s2cpmk7fkd (2004-14) nizamabad,https://twitter.com/MYaskhi,hyderabad / delhi india,https://t.co/Dlz8afAy8t
lewrockwell,"founder and chairman of the ludwig von mises institute, editor of https://t.co/8lm2sndcnn.",https://twitter.com/lewrockwell,"auburn, alabama",https://t.co/48XI7qJbFY
shafiburfat,chairman (#jsmm)  https://t.co/cut9xpyttw  paypal: https://t.co/jcdq4vkvnx… web:https://t.co/rusvgiob50,https://twitter.com/shafiburfat,"frankfurt on the main, germany",https://t.co/DZnOaJ8MVs
sumant_sinha,"founder, chairman & ceo, renew, india's leading clean energy co. & 1st wef lighthouse from this sector, globally; listed on nasdaq. author of #fossilfree",https://twitter.com/sumant_sinha,delhi/gurgaon,https://t.co/xA7rrktkZH
AnthonyKShriver,founder and chairman of @bestbuddies international | http://t.co/kyho6nlazh,https://twitter.com/AnthonyKShriver,"miami, fl",http://t.co/jddDecznmw
imranchaudhri,"designer, innovator, inventor | iphone, ipad, mac, watch, tv etc. | after 20+ years at apple, now co-founder & chairman of @humane (https://t.co/oo6vs0ctz3)",https://twitter.com/imranchaudhri,"san francisco, ca",https://t.co/1scdrM450e
SFitzpatrick92,chairman @laureussport @scarlets_rugby @harlequins @mercedesbenz contact: https://t.co/ngx2z6vuaq #altrad @allblacks,https://twitter.com/SFitzpatrick92,london ,https://t.co/1ijWgu0gFX
_pgauthier,"chairman & ceo @ledger.
building the future of web3 consumer devices. 
for questions regarding products, please contact https://t.co/igtxpwmwmb",https://twitter.com/_pgauthier,paris,https://t.co/4t8sX3zewX
DrRamOfficial,"ayurveda doctor|| followed by @narendramodi ||
chairman https://t.co/9moumvfpf1 ||
socialactivist||cancer expert|

|| rss||
nation first||
author @kreatelymedia",https://twitter.com/DrRamOfficial,"bikaner, india",https://t.co/9mOUMvFPf1
MSufiSaint,"national gen sec bjp minority
chairman gmfdc
spiritual priest.
https://t.co/pvntpeot4m elect, mca. ph.d.
chief advisor world peace centre usa.
hon pm @narendramodi follows",https://twitter.com/MSufiSaint,"founder: um tv, uk",https://t.co/Qp53W1JGuP
WJeffreyBrown,"exec chairman @ fourth estate public benefit corp.

account moved to
mastodon: https://t.co/y3uakqwa8r

https://t.co/fqa7ymuncf
--",https://twitter.com/WJeffreyBrown,"washington, dc | south florida",https://t.co/yiAlYEOxRQ
AzamJamil53,former sapm for tourism coordination & chairman ptdc / corporate trainer aj@azamjamil.com https://t.co/stulbvltuc,https://twitter.com/AzamJamil53,"islamabad, pakistan",https://t.co/1jiw5AbXFr
KapilChopra72,"chairman of the board- eazydiner, founder- the postcard hotel, mentor of https://t.co/h2zgtsbxad to help poor patients get free treatment in private hospitals.",https://twitter.com/KapilChopra72,new delhi/gurgaon,https://t.co/3mMmXTC5s6
ChmnMendelson,"the official twitter of phil mendelson, chairman of the dc council. sign up for my newsletter & committee of the whole updates: https://t.co/fg8fznbixe",https://twitter.com/ChmnMendelson,"washington, dc",https://t.co/wkkLlKfjM8
nj_ayuk,forbes top 10 most influential africans in 2015| author of @billionsatplay and @big_barrels |ceo-@centurion_law | chairman of @energy_african| https://t.co/dhw7c2pizn,https://twitter.com/nj_ayuk,,https://t.co/F0R7BK42RS
rekatz,"founder @sensorydatacorp + https://t.co/qzfwn6oe8i + https://t.co/dkohdonf9d + investor, husband, dad & polo player - also chairman https://t.co/fe4ztke5gx @gklst + #hack4good",https://twitter.com/rekatz,la jolla,https://t.co/jU3B47iDy7
VanHipp,"chairman of american defense international, inc.; former deputy assistant secretary of the https://t.co/qt0vreed7g. author of ‘the new terrorism’",https://twitter.com/VanHipp,,https://t.co/tGqTNTo3wD
RepBost,proudly representing il-12 in congress. chairman of @housevetaffairs & member of @transportgop. find me on fb at https://t.co/z75zc2dfgl,https://twitter.com/RepBost,il-12 congressional district,https://t.co/n7qxfV8gKK
SpeakerJeff,"entrepreneur (https://t.co/p2epsvykt3, ubid
com), ceo, chairman of global entrepreneurship network, author, motivational speaker, humanitarian",https://twitter.com/SpeakerJeff,united states,https://t.co/gnqtholHPg
isitangun,"chairman  fortuna sittard | ""financial strategy in football"" @ https://t.co/nn4iilb0sr | all views are personal & rts do not mean endorsement | https://t.co/dabuks4mlo | galatasaray |",https://twitter.com/isitangun,istanbul | amsterdam | sittard,https://t.co/jMM6f4xWml
Timberry,"entrepreneur. founder & chairman of @paloaltosoft, @bplans, @liveplan,  @leanbizplan.  blogs: https://t.co/zfp491yzm8. stanford mba. father of 5, married 52 years.",https://twitter.com/Timberry,eugene or,https://t.co/X6igoAATEs
TomHCAnderson,"mad data scientist - founder & executive chairman, odinanswers - https://t.co/lwm7bjvmsi",https://twitter.com/TomHCAnderson,usa,https://t.co/PtXf0oujzl
Bob_Moritz,chairman of @pwc network | proud husband & father | sometimes motorcycle rider & drummer | linkedin influencer: https://t.co/atccyb7y4n,https://twitter.com/Bob_Moritz,"new york, ny",https://t.co/SzSAzaxLmI
peterswitzer,"founder of switzer, a content & financial services group. chairman of the switzer dividend growth fund (swtz). visit https://t.co/qdsipheo1c & https://t.co/xmlh4b5roh",https://twitter.com/peterswitzer,"sydney, australia",https://t.co/2uOaeMO4Vg
msjemmagreen,executive chairman & co-founder @powerledger_io https://t.co/aj74uww7qv #blockchain #energy #powr token contributor @forbescrypto ey fintech entrepreneur of the year,https://twitter.com/msjemmagreen,"perth, australia",https://t.co/wF2d6SFWar
HiteshBarotBJP,"standing committee chairman @amdavadamc
councilor -
director - ahmedabad district co bank
director - gujarat state bank
director - panchmahal district co bank",https://twitter.com/HiteshBarotBJP,"ahmadabad city, india",https://t.co/vQkWZgflbs
willempet,chairman of @zataxpayers | youtube: https://t.co/fprxqj64go | telegram: https://t.co/bdzyex7ad3,https://twitter.com/willempet,"pretoria, south africa",
Smarttech01,founder & executive chairman of smarttech247 founder https://t.co/c2xsmozuzt,https://twitter.com/Smarttech01,,
benhabib6,"ceo @fpropplc, chairman @brexitwatch5; former mep for london; https://t.co/yun16unms2",https://twitter.com/benhabib6,"london, england",
SamiAslanhan,chairman & founder @kontrolmatik & @weareplans https://t.co/fxdgdaszjd & @pomegaenergy & @control_ix #kontr,https://twitter.com/SamiAslanhan,i̇stanbul,https://t.co/GTRgNsIWXg
laumasha,"chairman lyson law group & tanga cement. fmr managing partner gabriel & co and immma , fmr minister home affairs, mp. nyamagana(2005 - 10). proud father of 4 !",https://twitter.com/laumasha,"dar es salaam, tanzania",
AviBenlolo,"founding chairman & ceo, the abraham global peace initiative (agpi). sign the pledge against antisemitism https://t.co/6cyyxn4oep",https://twitter.com/AviBenlolo,global,https://t.co/HweXaKQaMs
GodberTumushabe,"lawyer, policy analyst and social entrepreneur . chairman & ceo, tarl eco farms and associate director, https://t.co/mmlswpzjm5",https://twitter.com/GodberTumushabe,stanford law school,https://t.co/MmLswPZJM5
brexithenrik,"nhs dentist, proud dane and former chairman of gdpc, representing over 30,000 dentists. former north west mep for the brexit party. https://t.co/nfybtucn9f",https://twitter.com/brexithenrik,,https://t.co/XWUrJnLFlz
ajaydata,"founder - ispirt, tie, eo, md - https://t.co/ckjaoaq359  chair ficci task force, chair uasg, idn-eai datamail, chief mentor ngis, chairman assocham.",https://twitter.com/ajaydata,"jaipur, india",https://t.co/3ilMNAz5BT
veroach,executive chairman and co-founder of everyonesocial. https://t.co/q9affg5tzb,https://twitter.com/veroach,"park city, ut",https://t.co/L0C5UUfQWL
OlaRollen,chairman @hexagonab | @hxgnlive | #numbersguy | #greenbridge #empoweringanautonomousfuture | https://t.co/432dietpuu,https://twitter.com/OlaRollen,"london, uk",https://t.co/432diETPuu
Sydney_Armani,"chairman & ceo of fintech world group | blockchain - nft. metaverse , mentor stanford university innovation lab. https://t.co/fxmpnjsmv3",https://twitter.com/Sydney_Armani,"usa, london ",https://t.co/oiaPfi2cwg
kcerminara,"founder @fgfundamental fundamental global w) @coachjoemoglia | chairman $fgh, $fgf, $bkti | spacs: $fgna, $adf, $fgmc, $fgaa | https://t.co/crekxbytzn",https://twitter.com/kcerminara,"charlotte, nc",https://t.co/f7XOX54sDU
aaronscottyoung,"chairman at laughlin, wealth grower, author, speaker, podcaster https://t.co/6pulet08up",https://twitter.com/aaronscottyoung,pacific nw,https://t.co/KeMWxTKnQx
Kaleem786Baloch,"jiyala by birth.
bhuttoist & strong believer of democracy my beloved chairman #bbz follower of #bhuttoism #team_ppp_malir 

https://t.co/mgwpi6jk16",https://twitter.com/Kaleem786Baloch,pakistan,
mboute,"dad | entrepreneur | chairman @digicelht | ceo at https://t.co/zlkzxcpxhz | previously co-founder https://t.co/cepiqn7y6u, @surtab and @revoltht 🇭🇹 🇺🇸 🇧🇪",https://twitter.com/mboute,🌎,https://t.co/5GI8boDKz0
mantarnyc,ex-lefty. og anti-vaxxer. gay patriot. singer. pronouns: bite/me. @againstgrmrs contributor. finance chairman @nyyrc. youtube: https://t.co/9caig13ju3,https://twitter.com/mantarnyc,"new york, ny",
FaqirShiva,"chairman & founder of minority rights organization
https://t.co/cvwewasucm #proudpakistani🇵🇰
fighting for #equalrights of religious minorities 🙏",https://twitter.com/FaqirShiva,umerkot sindh pakistan🇵🇰🇵🇰,https://t.co/uZIkhFHxM5
DatoSheikhJamal,"founder & chairman of mr. mufe® - asian digital platforms, fintech,producer, writer, director, entrepreneur & sagittarius. https://t.co/4yh1sxfchy",https://twitter.com/DatoSheikhJamal,malaysia,https://t.co/gEbzLAUESI
iamKingmotion,ceo & chairman at #coasttocoastballersenterprises creator of #theballermindset & #10xballers join my global #ballergang at https://t.co/8fzolrmt65,https://twitter.com/iamKingmotion,republic of brooklyn new york,https://t.co/2X1vOmzlQ9
mohamma64508589,"chairman 
river and delta research centre (#rdrc)  
https://t.co/j5x9cjub8k
river researcher , #water & #river related geo-political analyst.",https://twitter.com/mohamma64508589,"dhaka, bangladesh",https://t.co/LorFI4etZq
JohnGCourtney,"chief executive, boardroom advisors ltd, ranked #30 on top 100 uk entrepreneurs. chairman, ned, mentor, director. https://t.co/vsbesnqdii",https://twitter.com/JohnGCourtney,"bristol, uk",https://t.co/MXksTDoIL8
jmj,"managing partner @chapterone, write at the new internet https://t.co/ooklaffewg, former vp product, revenue @tinder",https://twitter.com/jmj,los angeles,https://t.co/GRFOcq0h6M
gilbertjacka,"microbial ecologist: earth (https://t.co/owf3blxabs), & guts (https://t.co/giti7q2t3y); cofounder of https://t.co/wwn3tqgv7x; vp for ami (https://t.co/qr9uwrpjop).",https://twitter.com/gilbertjacka,ucsd,
Sandra_Sully,📺🎙🗞 journalist senior editor @10newsfirst | 📻 podcast - short black 🎧 https://t.co/mxconnpljj | 🏑 vp @hockeyaustralia @h1league | @spinalcure | @cewaus,https://twitter.com/Sandra_Sully,australia,
adrianco,he/him. advisor/analyst https://t.co/vvrevcmfso (ex vp amazon sustainability/aws/batteryventures/netflix/ebay/sun). married to @laurelco,https://twitter.com/adrianco,,https://t.co/ei3vsPmPXt
JCottin,"my business is branding. i teach you how to improve yours https://t.co/dbbmlchswv. former vp brand at @virgin, entrepreneur, author of twist (amazon)",https://twitter.com/JCottin,"new york, ny",https://t.co/DFaVi4XstO
danesanders,"co-founder @ https://t.co/etbg1iaays 
vp people performance @ https://t.co/uqly2i914d",https://twitter.com/danesanders,"iphone: 33.613262,-117.873390",https://t.co/ETbg1iaAYs
joulee,"building sundial. angel investor. former design vp @ fb. author of ""the making of a manager"" https://t.co/6hwjhcdwta. i love people, products and words.",https://twitter.com/joulee,"bay area, ca",https://t.co/RBgcLWPMcQ
gchikermane,"vp @orfonline | economics, foreign policy, mahabharata | new books: reading sri aurobindo https://t.co/suu7kzo2zn and reform nation https://t.co/xh7jstr1m2",https://twitter.com/gchikermane,delhi | pondicherry,https://t.co/9W5pnvgSyA
saeed_ahmed,"vp of news for digital platforms, ap | ex-bbc, npr, cnn | loves:🏃🏾‍♂️🎸📸 | 🇧🇩🇺🇸| here to help underrepresented journos: https://t.co/x5q2uzpxx0 | he/him",https://twitter.com/saeed_ahmed,dhaka-abu dhabi-atl-dc,https://t.co/Ffy2IReSWx
surojit,"eir, @a16zcrypto
ex-chief product officer @coinbase
founder, https://t.co/jo5ll4lqna
angel investor
former vp, product at google
former svp & head of product at flipkart",https://twitter.com/surojit,"los altos, california ",https://t.co/IieCjqHU87
SwinCash,@pelicansnba vp of basketball operations/ team development @cashforkidsus  @shesgottime 💫 https://t.co/82wvhzfgnz💋... my opinions/tweets are my own✌🏾,https://twitter.com/SwinCash,"new orleans, la",https://t.co/YpmEVueyo3
CremeDeLaCrypto,"general partner at 𓇼 blockchain capital 𓇼. investing in people, companies, and protocols building future of crypto. former vp @ needham & co.",https://twitter.com/CremeDeLaCrypto,"san francisco, ca",https://t.co/SYBh6GCfHS
Gil_Brandt,former vp of player personnel for the cowboys (1960-'89) | cowboys roh 2018 | pro football hof 2019 | https://t.co/zmqdcrnvfl analyst | siriusxm nfl radio host,https://twitter.com/Gil_Brandt,"dallas, tx",
AdamSinger,"vp marketing @adquick, the modern way to run out of home (ooh) advertising for everyone from startups to s&p brands. learn more at: https://t.co/cumpwtuoki",https://twitter.com/AdamSinger,"austin, tx",https://t.co/6kI9bzQ2eV
drkiki,"science ninjas unite!
speaker for hire
vp of pr @sciencetalkorg
science host @twiscience
video & podcast producer
consultant
#scicomm
https://t.co/owme7b3g9v",https://twitter.com/drkiki,"portland, or",https://t.co/SAdsMzVHWi
mbCARMAC,"🥋🖱️⚽

vp product development at @esl.  intel extreme masters, esl pro tour.  https://t.co/nid1gn60yr

competitive blood bowl 2 player!",https://twitter.com/mbCARMAC,not la.,https://t.co/8ZmpEqxy0P
